genea1	chr	chrom	DE	a1expmean	a2expmean	dNa1	dNa1se	dSa1	dSa1se	dndsa1	genea2	dNa2	dNa2se	dSa2	dSa2se	dndsa2	dndiff	dsdiff	dndsdiff
MvSl-1064-A1-R4_A1g00534	faBlack	NRR	NON	7.75529	7.40558	0.00551	0.00391	0.00006	0.00033	91.6805	MvSl-1064-A2-R4_A2g00865	0	0	0.00001	0	0	0.00551	0.00005	91.6805
MvSl-1064-A1-R4_A1g00541	faBlack	NRR	NON	6.28255	6.18482	0	0	0.00001	0	0	MvSl-1064-A2-R4_A2g00866	0	0	0.00001	0	0	0	0	0
MvSl-1064-A1-R4_A1g00542	faBlack	NRR	NON	5.03925	5.36292	0	0.00489	0.00001	0.01036	0	MvSl-1064-A2-R4_A2g00867	0.00001	0	0.00537	0.00127	0.00186216	-0.00001	-0.00536	-0.00186216
MvSl-1064-A1-R4_A1g00543	faBlack	NRR	NON	7.02619	7.09211	0	0.00011	0.00002	0.0272	0	MvSl-1064-A2-R4_A2g00868	0	0	0.00001	0	0	0	0.00001	0
MvSl-1064-A1-R4_A1g00544	faBlack	NRR	NON	5.63937	5.72885	0.00001	0	0.00729	0	0.00137172	MvSl-1064-A2-R4_A2g00869	0	0.00021	0.00002	0	0	0.00001	0.00727	0.00137172
MvSl-1064-A1-R4_A1g00527	faBlack	NRR	NON	5.07576	4.483	0.00133	0.00133	0.00001	0	131.683	MvSl-1064-A2-R4_A2g00885	0	0.00002	0.00002	0	0	0.00133	-0.00001	131.683
MvSl-1064-A1-R4_A1g00525	faBlack	NRR	NON	7.49626	7.06795	0	0.00006	0.00002	0	0	MvSl-1064-A2-R4_A2g00886	0	0	0	0	0	0	0.00002	0
MvSl-1064-A1-R4_A1g00522	faBlack	NRR	Up	2.27398	-2.03205	0.0083	0.00581	0.00953	0.0093	0.870925	MvSl-1064-A2-R4_A2g00889	0.00001	0	0.00908	0.00099	0.00110131	0.00829	0.00045	0.86982369
MvSl-1064-A1-R4_A1g00669	eOrange	NRR	NON	6.01191	5.85735	0	0	0.00001	0	0	MvSl-1064-A2-R4_A2g00902	0	0	0.00267	0	0	0	-0.00266	0
MvSl-1064-A1-R4_A1g00668	eOrange	NRR	Up	7.30375	1.81606	0.002	0.002	0.00002	0.0001	99.5025	MvSl-1064-A2-R4_A2g00904	0	0	0.00001	0	0	0.002	0.00001	99.5025
MvSl-1064-A1-R4_A1g00312	faBlack	NRR	Up	9.31927	5.83482	0.00584	0.00586	0.02569	0.01844	0.227325	MvSl-1064-A2-R4_A2g00914	0	0.00003	0.00001	0.00628	0	0.00584	0.02568	0.227325
MvSl-1064-A1-R4_A1g00311	faBlack	NRR	NON	8.27128	8.29385	0	0	0.00422	0.00007	0	MvSl-1064-A2-R4_A2g00915	0	0	0.00212	0	0	0	0.0021	0
MvSl-1064-A1-R4_A1g00842	faBlack	NRR	NON	7.59865	7.22738	0.45293	0.07236	0.78733	0.20105	0.575273	MvSl-1064-A2-R4_A2g00923	0	0	0	0	0	0.45293	0.78733	0.575273
MvSl-1064-A1-R4_A1g00843	faBlack	NRR	NON	4.212	3.57834	0	0.02991	0.00001	0.05926	0	MvSl-1064-A2-R4_A2g00924	0	0.02142	0.00001	0.05698	0	0	0	0
MvSl-1064-A1-R4_A1g00352	faBlack	NRR	NON	5.49701	5.68192	0	0.002	0.00001	0.00566	0	MvSl-1064-A2-R4_A2g00968	0	0	0	0	0	0	0.00001	0
MvSl-1064-A1-R4_A1g00351	faBlack	NRR	NON	8.4489	8.69108	0	0.00034	0.00001	0.00213	0	MvSl-1064-A2-R4_A2g00969	0	0	0.00001	0	0	0	0	0
MvSl-1064-A1-R4_A1g00694	faBlack	NRR	NON	7.19115	7.38799	0	0.00007	0.00002	0	0	MvSl-1064-A2-R4_A2g00975	0	0.00006	0.00002	0	0	0	0	0
MvSl-1064-A1-R4_A1g00433	faBlack	NRR	NON	5.48775	5.13976	0.00131	0.00131	0.00001	0.00006	129.703	MvSl-1064-A2-R4_A2g00993	0.00131	0.00131	0.00001	0	129.703	0	0	0
MvSl-1064-A1-R4_A1g00644	faBlack	NRR	Up	5.55818	4.23911	0.00197	0.00114	0.00002	0.00003	98.01	MvSl-1064-A2-R4_A2g01002	0.00059	0.00059	0.00001	0.00001	58.4158	0.00138	0.00001	39.5942
MvSl-1064-A1-R4_MC03g04896	aAutosome	aAutosome	NON	6.0841	5.43073	0.00671	0.00155	0.01276	0.00344	0.525858	MvSl-1064-A2-R4_A2g01020	0.00069	0.00049	0.00001	0	68.3168	0.00602	0.01275	-67.790942
MvSl-1064-A1-R4_A1g01129	faBlack	NRR	NON	7.16336	6.79304	0.00077	0.00077	0.00468	0.0027	0.164526	MvSl-1064-A2-R4_A2g01028	0.00157	0.00111	0.00002	0.00003	78.1095	-0.0008	0.00466	-77.944974
MvSl-1064-A1-R4_A1g00845	faBlack	NRR	NON	6.68877	6.72671	0	0	0.0028	0.00009	0	MvSl-1064-A2-R4_A2g01038	0.00053	0.00053	0.00097	0.00097	0.546335	-0.00053	0.00183	-0.546335
MvSl-1064-A1-R4_A1g01359	faBlack	NRR	Up	6.06904	5.16376	0	0	0.00001	0	0	MvSl-1064-A2-R4_A2g01110	0	0.00045	0.00001	0	0	0	0	0
MvSl-1064-A1-R4_A1g00854	gPurple	NRR	Down	7.50358	8.28684	0	0	0	0	0	MvSl-1064-A2-R4_A2g01111	0	0	0.00001	0	0	0	-0.00001	0
MvSl-1064-A1-R4_A1g00853	gPurple	NRR	Up	8.02149	6.42042	0.02033	0.00825	0.01141	0.00462	1.78175	MvSl-1064-A2-R4_A2g01112	0	0.00004	0.00002	0.00625	0	0.02033	0.01139	1.78175
MvSl-1064-A1-R4_A1g01385	faBlack	NRR	NON	4.91286	5.01502	0	0	0.00431	0	0	MvSl-1064-A2-R4_A2g01134	0.0011	0.0011	0.00001	0.00008	108.911	-0.0011	0.0043	-108.911
MvSl-1064-A1-R4_A1g01384	faBlack	NRR	Up	8.18365	7.22686	0.0008	0.00081	0.00001	0	79.2079	MvSl-1064-A2-R4_A2g01135	0	0	0.00001	0	0	0.0008	0	79.2079
MvSl-1064-A1-R4_A1g01431	fBlue	NRR	NON	6.77971	6.8397	0	0.00002	0.00002	0.0018	0	MvSl-1064-A2-R4_A2g01151	0	0.00002	0.00002	0	0	0	0	0
MvSl-1064-A1-R4_A1g00997	fBlue	NRR	Up	6.89267	3.94168	0.00104	0.00104	0.00001	0.00002	102.97	MvSl-1064-A2-R4_A2g01153	0	0	0.00202	0	0	0.00104	-0.00201	102.97
MvSl-1064-A1-R4_A1g00998	fBlue	NRR	NON	4.44409	4.80724	0.00298	0.00298	0.00003	0.00018	99.0033	MvSl-1064-A2-R4_A2g01154	0	0.00005	0.00001	0	0	0.00298	0.00002	99.0033
MvSl-1064-A1-R4_A1g00956	faBlack	NRR	Down	5.00345	6.58052	0.00073	0.00073	0.00001	0.00002	72.2772	MvSl-1064-A2-R4_A2g01182	0	0.00002	0.00001	0.00009	0	0.00073	0	72.2772
MvSl-1064-A1-R4_A1g00957	faBlack	NRR	NON	4.90728	5.23305	0	0.00005	0.00001	0.00862	0	MvSl-1064-A2-R4_A2g01186	0	0	0.00001	0	0	0	0	0
MvSl-1064-A1-R4_A1g00958	faBlack	NRR	NON	7.09191	6.5318	0.0029	0.00291	0.00003	0.00013	96.3455	MvSl-1064-A2-R4_A2g01187	0.00228	0.00228	0.00002	0.00012	113.433	0.00062	0.00001	-17.0875
MvSl-1064-A1-R4_A1g00515	faBlack	NRR	NON	5.49204	4.84497	0	0	0.00177	0	0	MvSl-1064-A2-R4_A2g01249	0.00076	0.00076	0.00001	0.00008	75.2475	-0.00076	0.00176	-75.2475
MvSl-1064-A1-R4_A1g00514	faBlack	NRR	NON	8.17824	8.0773	0.00119	0.00068	0.00108	0.00063	1.10175	MvSl-1064-A2-R4_A2g01252	0.00055	0.00052	0.00139	0.00132	0.395655	0.00064	-0.00031	0.706095
MvSl-1064-A1-R4_A1g00307	faBlack	NRR	NON	6.77776	6.29506	0.00182	0.00182	0.00002	0.00007	90.5473	MvSl-1064-A2-R4_A2g01256	0	0	0	0	0	0.00182	0.00002	90.5473
MvSl-1064-A1-R4_A1g00503	faBlack	NRR	NON	6.40021	6.71817	0	0.00005	0.00002	0.00805	0	MvSl-1064-A2-R4_A2g01265	0	0	0.00001	0	0	0	0.00001	0
MvSl-1064-A1-R4_A1g00504	faBlack	NRR	NON	3.63611	3.59215	0	0	0.00001	0	0	MvSl-1064-A2-R4_A2g01266	0	0	0.00001	0	0	0	0	0
MvSl-1064-A1-R4_A1g00505	faBlack	NRR	NON	6.32966	6.16998	0.00327	0.00329	0.0096	0.0097	0.340621	MvSl-1064-A2-R4_A2g01267	0.00001	0	0.01142	0	0.000875649	0.00326	-0.00182	0.339745351
MvSl-1064-A1-R4_A1g00506	faBlack	NRR	NON	4.94461	4.92562	0.04878	0.01625	0.15966	0.05996	0.305524	MvSl-1064-A2-R4_A2g01268	0.04878	0.01626	0.15966	0.06008	0.305524	0	0	0
MvSl-1064-A1-R4_A1g00507	faBlack	NRR	NON	5.87003	5.88043	0.00408	0.00408	0.00004	0.00027	101.746	MvSl-1064-A2-R4_A2g01269	0.00408	0.00408	0.00004	0.00034	101.746	0	0	0
MvSl-1064-A1-R4_A1g00510	faBlack	NRR	NON	5.78679	5.78432	0.00167	0.00167	0.00002	0.00006	83.0846	MvSl-1064-A2-R4_A2g01274	0.00167	0.00167	0.00002	0.00014	83.0846	0	0	0
MvSl-1064-A1-R4_A1g00513	faBlack	NRR	NON	5.75686	5.70457	0	0	0.00001	0	0	MvSl-1064-A2-R4_A2g01277	0	0.0735	0.00001	0.22489	0	0	0	0
MvSl-1064-A1-R4_A1g01017	gPurple	NRR	NON	8.34288	8.089	0.02385	0.00895	0.02346	0.00887	1.01662	MvSl-1064-A2-R4_A2g01279	0.03037	0.00918	0.0543	0.01762	0.559299	-0.00652	-0.03084	0.457321
MvSl-1064-A1-R4_A1g00970	faBlack	NRR	Down	6.27788	7.1604	0.00001	0	0.01046	0	0.000956014	MvSl-1064-A2-R4_A2g01287	0	0	0.00001	0	0	0.00001	0.01045	0.000956014
MvSl-1064-A1-R4_A1g00971	faBlack	NRR	NON	5.85832	5.33059	0.00233	0.00234	0.00002	0.00015	115.92	MvSl-1064-A2-R4_A2g01288	0.00241	0.00242	0.00505	0.00508	0.477218	-8E-05	-0.00503	115.442782
MvSl-1064-A1-R4_A1g00972	faBlack	NRR	Up	6.78475	5.04357	0.00001	0.00022	0.01004	0.00972	0.000996006	MvSl-1064-A2-R4_A2g01289	0	0	0.00001	0	0	0.00001	0.01003	0.000996006
MvSl-1064-A1-R4_A1g01184	faBlack	NRR	NON	7.08549	7.57337	0	0	0.00001	0	0	MvSl-1064-A2-R4_A2g01305	0	0	0.00001	0	0	0	0	0
MvSl-1064-A1-R4_A1g00732	faBlack	NRR	NON	6.55024	6.13372	0.00139	0.00139	0.00001	0	137.624	MvSl-1064-A2-R4_A2g01321	0	0.01816	0.00001	0.03605	0	0.00139	0	137.624
MvSl-1064-A1-R4_A1g01407	faBlack	NRR	NON	6.94867	6.57237	0.00667	0.00335	0.00013	0.00007	51.2683	MvSl-1064-A2-R4_A2g01322	0.00667	0.00334	0.00016	0.00008	41.6615	0	-0.00003	9.6068
MvSl-1064-A1-R4_A1g01406	faBlack	NRR	NON	11.597	10.7624	0.00112	0.00112	0.00001	0.00002	110.891	MvSl-1064-A2-R4_A2g01323	0.00201	0.00142	0.00002	0.00004	100	-0.00089	-0.00001	10.891
MvSl-1064-A1-R4_A1g01219	faBlack	NRR	NON	11.6253	10.698	0.00114	0.00109	0.00183	0.00174	0.622917	MvSl-1064-A2-R4_A2g01387	0	0	0.00001	0	0	0.00114	0.00182	0.622917
MvSl-1064-A1-R4_A1g01173	faBlack	NRR	NON	7.20324	7.4462	0.0039	0.00393	0.01776	0.01267	0.219593	MvSl-1064-A2-R4_A2g01393	0.00418	0.00419	0.00764	0.00768	0.547113	-0.00028	0.01012	-0.32752
MvSl-1064-A1-R4_A1g01271	faBlack	NRR	NON	8.03721	7.54424	0.73258	0.12798	1.56575	0.70055	0.467878	MvSl-1064-A2-R4_A2g01394	0.95996	0.15078	2.4855	1.42241	0.386224	-0.22738	-0.91975	0.081654
MvSl-1064-A1-R4_A1g01272	faBlack	NRR	NON	9.1595	9.28274	0.16406	0.03915	0.25049	0.11647	0.654956	MvSl-1064-A2-R4_A2g01395	0.15638	0.03748	0.43207	0.16007	0.361932	0.00768	-0.18158	0.293024
MvSl-1064-A1-R4_A1g01261	eOrange	NRR	Up	11.3493	9.26	0.00124	0.00087	0.00153	0.00152	0.810405	MvSl-1064-A2-R4_A2g01419	0	0	0.00001	0	0	0.00124	0.00152	0.810405
MvSl-1064-A1-R4_A1g00153	faBlack	NRR	NON	7.96759	7.72594	0.00254	0.0018	0.00003	0.00011	84.3854	MvSl-1064-A2-R4_A2g01431	0	0	0.00001	0	0	0.00254	0.00002	84.3854
MvSl-1064-A1-R4_A1g00154	faBlack	NRR	Up	5.37663	4.18211	0	0	0.00001	0	0	MvSl-1064-A2-R4_A2g01432	0	0.00204	0.00001	0.00499	0	0	0	0
MvSl-1064-A1-R4_A1g00155	faBlack	NRR	NON	6.07553	6.50918	0.00197	0.00139	0.00205	0.00206	0.960929	MvSl-1064-A2-R4_A2g01433	0	0	0.00001	0	0	0.00197	0.00204	0.960929
MvSl-1064-A1-R4_A1g00175	gPurple	NRR	NON	7.22224	7.04445	0.00151	0.00151	0.00002	0.00004	75.1244	MvSl-1064-A2-R4_A2g01447	0.00164	0.00164	0.00002	0	81.592	-0.00013	0	-6.4676
MvSl-1064-A1-R4_A1g00886	faBlack	NRR	NON	4.27201	4.99736	0	0	0.00191	0.00191	0	MvSl-1064-A2-R4_A2g01477	0	0	0.00001	0	0	0	0.0019	0
MvSl-1064-A1-R4_A1g00516	faBlack	NRR	Up	9.00577	8.02046	0.00001	0	0.00702	0.00048	0.00142448	MvSl-1064-A2-R4_A2g01504	0.00519	0.00368	0.00005	0.00016	103.593	-0.00518	0.00697	-103.5915755
MvSl-1064-A1-R4_A1g00518	faBlack	NRR	NON	6.47379	6.1586	0.07606	0.02132	0.13878	0.05495	0.548061	MvSl-1064-A2-R4_A2g01506	0.07606	0.02248	0.13878	0.06301	0.548061	0	0	0
MvSl-1064-A1-R4_A1g00519	faBlack	NRR	NON	7.3177	6.98667	0	0.00004	0.00001	0	0	MvSl-1064-A2-R4_A2g01511	0	0	0.00001	0	0	0	0	0
MvSl-1064-A1-R4_A1g00520	faBlack	NRR	NON	5.6604	5.45215	0.0024	0.00238	0.00415	0.00412	0.578299	MvSl-1064-A2-R4_A2g01512	0	0	0.00001	0	0	0.0024	0.00414	0.578299
MvSl-1064-A1-R4_A1g00521	faBlack	NRR	NON	6.11793	5.84787	0.00275	0.00159	0.00003	0.00005	91.3621	MvSl-1064-A2-R4_A2g01513	0.00183	0.00123	0.01039	0.00509	0.176129	0.00092	-0.01036	91.185971
MvSl-1064-A1-R4_A1g01227	gPurple	NRR	NON	7.6003	7.33487	0	0.00015	0.00002	0	0	MvSl-1064-A2-R4_A2g01519	0.0244	0.00947	0.08478	0.03338	0.287803	-0.0244	-0.08476	-0.287803
MvSl-1064-A1-R4_A1g01228	faBlack	NRR	NON	3.36564	3.48437	0.00537	0.0038	0.00598	0.00598	0.897978	MvSl-1064-A2-R4_A2g01520	0.00238	0.00238	0.00002	0.00009	118.408	0.00299	0.00596	-117.510022
MvSl-1064-A1-R4_A1g00646	faBlack	NRR	Up	8.56593	7.07022	0.0009	0.00089	0.00503	0.00356	0.178923	MvSl-1064-A2-R4_A2g01534	0.001	0.00098	0.00195	0.00193	0.512794	-0.0001	0.00308	-0.333871
MvSl-1064-A1-R4_A1g00645	faBlack	NRR	NON	6.09457	6.10112	0	0	0.00225	0	0	MvSl-1064-A2-R4_A2g01535	0	0	0.00001	0	0	0	0.00224	0
MvSl-1064-A1-R4_A1g01347	faBlack	NRR	Down	6.26581	7.36586	0.00208	0.00104	0.00002	0	103.483	MvSl-1064-A2-R4_A2g01555	0	0.02354	0.00001	0.05822	0	0.00208	0.00001	103.483
MvSl-1064-A1-R4_A1g01348	faBlack	NRR	NON	7.30728	7.45938	0.00427	0.00214	0.00004	0.00018	106.484	MvSl-1064-A2-R4_A2g01556	0	0.00003	0.00001	0	0	0.00427	0.00003	106.484
MvSl-1064-A1-R4_A1g01350	faBlack	NRR	NON	6.08116	5.93502	0	0	0	0	0	MvSl-1064-A2-R4_A2g01557	0	0	0.00001	0	0	0	-0.00001	0
MvSl-1064-A1-R4_A1g01164	faBlack	NRR	Up	5.97584	5.20586	0.01891	0.00935	0.01453	0.01384	1.30144	MvSl-1064-A2-R4_A2g01564	0	0	0.00001	0	0	0.01891	0.01452	1.30144
MvSl-1064-A1-R4_A1g00977	faBlack	NRR	NON	3.9466	3.46719	0.00001	0.00024	0.00885	0.00942	0.00112993	MvSl-1064-A2-R4_A2g01566	0.00434	0.00435	0.00004	0.0002	108.229	-0.00433	0.00881	-108.2278701
MvSl-1064-A1-R4_A1g00920	faBlack	NRR	Up	6.16843	5.22477	0.00073	0.00052	0.00129	0.00091	0.565848	MvSl-1064-A2-R4_A2g01577	0.00083	0.00083	0.00147	0.00146	0.564587	-0.0001	-0.00018	0.001261
MvSl-1064-A1-R4_A1g00921	faBlack	NRR	NON	7.34827	7.49137	0	0.00658	0.00001	0.0149	0	MvSl-1064-A2-R4_A2g01578	0.00222	0.00222	0.00002	0.00002	110.448	-0.00222	-0.00001	-110.448
MvSl-1064-A1-R4_A1g00922	faBlack	NRR	NON	6.42017	6.67906	0.00207	0.00105	0.00829	0.00398	0.249695	MvSl-1064-A2-R4_A2g01580	0.0031	0.00157	0.00493	0.00303	0.62879	-0.00103	0.00336	-0.379095
MvSl-1064-A1-R4_A1g00912	faBlack	NRR	NON	5.54275	5.34074	0	0	0.00001	0	0	MvSl-1064-A2-R4_A2g01608	0	361.65228	0.00002	1936.67515	0	0	-0.00001	0
MvSl-1064-A1-R4_A1g00478	fBlue	NRR	NON	7.12428	6.99809	0	0	0.00349	0	0	MvSl-1064-A2-R4_A2g01653	0.00095	0.00095	0.00001	0.00004	94.0594	-0.00095	0.00348	-94.0594
MvSl-1064-A1-R4_A1g00532	faBlack	NRR	NON	5.16366	4.97404	0	0.00935	0.00001	0.02356	0	MvSl-1064-A2-R4_A2g01664	0	0.00617	0.00001	0.01326	0	0	0	0
MvSl-1064-A1-R4_A1g00929	faBlack	NRR	Down	-1.63218	0.944117	0.01476	0.00862	0.0318	0.0188	0.464149	MvSl-1064-A2-R4_A2g01687	0	0.00004	0.00001	0	0	0.01476	0.03179	0.464149
MvSl-1064-A1-R4_A1g00530	faBlack	NRR	NON	6.85964	6.8521	0.00001	0	0.00849	0.00185	0.00117784	MvSl-1064-A2-R4_A2g01693	0	0.00002	0.00002	0.00654	0	0.00001	0.00847	0.00117784
MvSl-1064-A1-R4_A1g00528	faBlack	NRR	NON	2.67387	2.86024	0.66791	0.10102	1.71982	0.5887	0.38836	MvSl-1064-A2-R4_A2g01700	0.69304	0.10354	1.77884	0.71854	0.389602	-0.02513	-0.05902	-0.001242
MvSl-1064-A1-R4_A1g00495	fBlue	NRR	Up	7.62627	5.56242	0	0	0	0	0	MvSl-1064-A2-R4_A2g01715	0	0	0.00001	0	0	0	-0.00001	0
MvSl-1064-A1-R4_A1g00840	faBlack	NRR	NON	6.58748	6.85615	0.00089	0.00063	0.00188	0.00133	0.473379	MvSl-1064-A2-R4_A2g01736	0	0.00452	0.00001	0.01094	0	0.00089	0.00187	0.473379
MvSl-1064-A1-R4_A1g00832	faBlack	NRR	NON	7.36923	7.47033	0	0	0.00001	0	0	MvSl-1064-A2-R4_A2g01747	0.00258	0.00183	0.01042	0.00741	0.247598	-0.00258	-0.01041	-0.247598
MvSl-1064-A1-R4_A1g01440	bPAR	bPAR	NON	6.92832	6.97293	0	0.00381	0.00001	0.00856	0	MvSl-1064-A2-R4_A2g01753	0	0	0.00001	0	0	0	0	0
MvSl-1064-A1-R4_A1g01441	bPAR	bPAR	NON	6.24213	6.20401	0.01362	0.00518	0.01183	0.00457	1.1513	MvSl-1064-A2-R4_A2g01754	0.01362	0.00518	0.01183	0.00456	1.1513	0	0	0
MvSl-1064-A1-R4_A1g01444	bPAR	bPAR	NON	11.1721	11.2382	0.00001	0.00002	0.01298	0.00763	0.00077041	MvSl-1064-A2-R4_A2g01757	0.00001	0.00004	0.01298	0.00771	0.00077041	0	0	0
MvSl-1064-A1-R4_A1g01445	bPAR	bPAR	NON	7.4255	7.46794	0	0	0.00497	0.00017	0	MvSl-1064-A2-R4_A2g01758	0	0	0.00497	0	0	0	0	0
MvSl-1064-A1-R4_A1g01447	bPAR	bPAR	NON	6.01318	6.14325	0.00102	0.00102	0.00001	0.00009	100.99	MvSl-1064-A2-R4_A2g01760	0.00102	0.00101	0.00001	0.00001	100.99	0	0	0
MvSl-1064-A1-R4_A1g01448	bPAR	bPAR	NON	2.05354	2.08807	0.01699	0.00565	0.05651	0.01803	0.300654	MvSl-1064-A2-R4_A2g01761	0.01699	0.00568	0.05651	0.0181	0.300654	0	0	0
MvSl-1064-A1-R4_A1g01450	bPAR	bPAR	NON	4.71363	4.83524	0.00751	0.00336	0.00497	0.00223	1.51104	MvSl-1064-A2-R4_A2g01763	0.00751	0.00337	0.00497	0.00223	1.51104	0	0	0
MvSl-1064-A1-R4_A1g01451	bPAR	bPAR	NON	5.38225	5.38225	0.0814	0.02254	0.17164	0.05798	0.474248	MvSl-1064-A2-R4_A2g01764	0.0814	0.02212	0.17164	0.05639	0.474248	0	0	0
MvSl-1064-A1-R4_A1g01453	bPAR	bPAR	NON	7.68574	8.17028	0.00001	0	0.00573	0.00051	0.00174517	MvSl-1064-A2-R4_A2g01766	0.00001	0	0.00573	0.00007	0.00174517	0	0	0
MvSl-1064-A1-R4_A1g01454	bPAR	bPAR	NON	2.66356	2.45612	0.79033	0.12019	1.79365	0.60166	0.440627	MvSl-1064-A2-R4_A2g01767	0.79033	0.1201	1.79365	0.60067	0.440627	0	0	0
MvSl-1064-A1-R4_A1g01455	bPAR	bPAR	NON	3.16122	2.77663	0	0.00004	0.00002	0.00107	0	MvSl-1064-A2-R4_A2g01768	0	0.00008	0.00002	0.0023	0	0	0	0
MvSl-1064-A1-R4_A1g01458	bPAR	bPAR	NON	6.70289	6.59027	0	0	0.0046	0	0	MvSl-1064-A2-R4_A2g01771	0	0	0.0046	0	0	0	0	0
MvSl-1064-A1-R4_A1g01460	bPAR	bPAR	NON	6.89203	7.00123	0	0	0	0	0	MvSl-1064-A2-R4_A2g01773	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_A1g01461	bPAR	bPAR	NON	6.26923	6.26342	0.00124	0.00124	0.00001	0.00003	122.772	MvSl-1064-A2-R4_A2g01774	0.00124	0.00124	0.00001	0.0005	122.772	0	0	0
MvSl-1064-A1-R4_A1g01462	bPAR	bPAR	NON	7.58324	7.31923	0.00361	0.00256	0.006	0.00606	0.601657	MvSl-1064-A2-R4_A2g01775	0.00361	0.00254	0.006	0.00598	0.601657	0	0	0
MvSl-1064-A1-R4_A1g01466	bPAR	bPAR	NON	6.51004	6.60672	0.00454	0.00151	0.00553	0.00247	0.820962	MvSl-1064-A2-R4_A2g01779	0.00454	0.00151	0.00553	0.00246	0.820962	0	0	0
MvSl-1064-A1-R4_A1g01467	bPAR	bPAR	NON	5.6423	5.71489	0.00484	0.00686	0.01301	0.02144	0.372019	MvSl-1064-A2-R4_A2g01780	0.00484	0.00531	0.01301	0.01604	0.372019	0	0	0
MvSl-1064-A1-R4_A1g01468	bPAR	bPAR	NON	5.55393	5.78091	0.00508	0.00228	0.00906	0.00455	0.5607	MvSl-1064-A2-R4_A2g01781	0.00508	0.00228	0.00906	0.00455	0.5607	0	0	0
MvSl-1064-A1-R4_A1g01470	bPAR	bPAR	NON	5.73752	5.55362	0.00553	0.00319	0.00352	0.00349	1.57098	MvSl-1064-A2-R4_A2g01783	0.00553	0.00277	0.00352	0.00178	1.57098	0	0	0
MvSl-1064-A1-R4_A1g01471	bPAR	bPAR	NON	6.6995	6.68639	0.00301	0.00214	0.0076	0.00543	0.396047	MvSl-1064-A2-R4_A2g01784	0.00301	0.00214	0.0076	0.00543	0.396047	0	0	0
MvSl-1064-A1-R4_A1g01472	bPAR	bPAR	NON	5.83431	5.76021	0.00594	0.00597	0.00663	0.00667	0.895914	MvSl-1064-A2-R4_A2g01785	0.00494	0.00497	0.00005	0.00003	98.6028	0.001	0.00658	-97.706886
MvSl-1064-A1-R4_A1g01476	bPAR	bPAR	NON	4.3558	4.51686	0.00182	0.00077	0.00739	0.00297	0.246275	MvSl-1064-A2-R4_A2g01789	0.00182	0.00128	0.00739	0.00371	0.246275	0	0	0
MvSl-1064-A1-R4_A1g01477	bPAR	bPAR	NON	7.1217	7.02778	0.00681	0.00239	0.01793	0.00632	0.379808	MvSl-1064-A2-R4_A2g01790	0.00681	0.00251	0.01793	0.00662	0.379808	0	0	0
MvSl-1064-A1-R4_A1g01480	bPAR	bPAR	NON	1.22976	1.00744	0.00881	0.00625	0.01303	0.01308	0.676127	MvSl-1064-A2-R4_A2g01793	0.00881	0.00625	0.01303	0.01308	0.676127	0	0	0
MvSl-1064-A1-R4_A1g01485	bPAR	bPAR	NON	6.93855	6.74962	0.00569	0.0033	0.00006	0.00013	94.6755	MvSl-1064-A2-R4_A2g01798	0.00569	0.00329	0.00006	0	94.6755	0	0	0
MvSl-1064-A1-R4_A1g01486	bPAR	bPAR	NON	5.9952	6.27652	0.0036	0.00179	0.00422	0.00294	0.85306	MvSl-1064-A2-R4_A2g01799	0.0036	0.0018	0.00422	0.003	0.85306	0	0	0
MvSl-1064-A1-R4_A1g01487	bPAR	bPAR	NON	9.59629	9.06933	0	0	0.00001	0	0	MvSl-1064-A2-R4_A2g01800	0	0	0.00001	0	0	0	0	0
MvSl-1064-A1-R4_A1g01488	bPAR	bPAR	NON	9.29222	9.80664	0.00156	0.00158	0.01428	0.00721	0.109243	MvSl-1064-A2-R4_A2g01801	0.00156	0.00158	0.01428	0.00722	0.109243	0	0	0
MvSl-1064-A1-R4_A1g01494	bPAR	bPAR	NON	6.2211	6.29025	0.00568	0.00172	0.00882	0.00362	0.643984	MvSl-1064-A2-R4_A2g01807	0.00568	0.00173	0.00882	0.00364	0.643984	0	0	0
MvSl-1064-A1-R4_A1g01500	bPAR	bPAR	NON	7.94196	7.87674	0.00001	0	0.00868	0.0017	0.00115206	MvSl-1064-A2-R4_A2g01813	0.00001	0	0.00868	0.00155	0.00115206	0	0	0
MvSl-1064-A1-R4_A1g01501	bPAR	bPAR	NON	6.25275	6.27643	0.00002	0	0.0237	0	0.000843878	MvSl-1064-A2-R4_A2g01814	0.00002	0	0.0237	0	0.000843878	0	0	0
MvSl-1064-A1-R4_A1g01502	bPAR	bPAR	NON	7.12027	7.00713	0.00451	0.00132	0.00481	0.00157	0.93761	MvSl-1064-A2-R4_A2g01815	0.00611	0.00275	0.00224	0.00227	2.72756	-0.0016	0.00257	-1.78995
MvSl-1064-A1-R4_A1g01508	bPAR	bPAR	NON	7.87022	7.46344	0.02717	0.0074	0.07292	0.02313	0.3726	MvSl-1064-A2-R4_A2g01821	0.02717	0.00745	0.07292	0.02348	0.3726	0	0	0
MvSl-1064-A1-R4_A1g01509	bPAR	bPAR	NON	6.07762	5.99565	0.00002	0	0.02374	0.00287	0.000842456	MvSl-1064-A2-R4_A2g01822	0.00002	0	0.02374	0.00285	0.000842456	0	0	0
