genea1	dNa1	dNsea1	dSa1	dSsea1	dNdSa1	genea2	dNa2	dNsea2	dSa2	dSsea2	dNdSa2	chr	chrom	DE	a1mean	a2mean	ratio	log2ratio	dndiff	dsdiff	dndsdiff
MvSl-1064-A1-R4_A1g00504	2.87075	1.50302	42.36063	89.18152	0.0677693	MvSl-1064-A2-R4_A2g01266	0	0	0.00001	0	0	faBlack	NRR	NON	3.63611	3.59215	1.012237796	0.01754825	2.87075	42.36062	0.0677693
MvSl-1064-A1-R4_A1g00505	0.11045	0.1164	80.85177	158.32999	0.00136608	MvSl-1064-A2-R4_A2g01267	0.00001	0	0.01142	0	0.000875649	faBlack	NRR	NON	6.32966	6.16998	1.025880149	0.036862194	0.11044	80.84035	0.000490431
MvSl-1064-A1-R4_A1g00506	1.56066	0.70456	2.61044	3.10561	0.597853	MvSl-1064-A2-R4_A2g01268	0.04878	0.01626	0.15966	0.06008	0.305524	faBlack	NRR	NON	4.94461	4.92562	1.003855352	0.005551403	1.51188	2.45078	0.292329
MvSl-1064-A1-R4_A1g00507	0.96294	0.36258	2.18037	2.10653	0.441641	MvSl-1064-A2-R4_A2g01269	0.00408	0.00408	0.00004	0.00034	101.746	faBlack	NRR	NON	5.87003	5.88043	0.998231422	-0.002553778	0.95886	2.18033	-101.304359
MvSl-1064-A1-R4_A1g00510	0	0	0.00001	0	0	MvSl-1064-A2-R4_A2g01274	0.00167	0.00167	0.00002	0.00014	83.0846	faBlack	NRR	NON	5.78679	5.78432	1.000427016	0.000615923	-0.00167	-0.00001	-83.0846
MvSl-1064-A1-R4_A1g00513	3.69665	1.71988	0.03734	0.09625	98.9997	MvSl-1064-A2-R4_A2g01277	0	0.0735	0.00001	0.22489	0	faBlack	NRR	NON	5.75686	5.70457	1.009166335	0.013163985	3.69665	0.03733	98.9997
MvSl-1064-A1-R4_A1g00514	25.63933	48.06982	1.92673	4.04938	13.3072	MvSl-1064-A2-R4_A2g01252	0.00055	0.00052	0.00139	0.00132	0.395655	faBlack	NRR	NON	8.17824	8.0773	1.01249675	0.017917277	25.63878	1.92534	12.911545
MvSl-1064-A1-R4_A1g00515	0	0.01622	0.00001	0.03418	0	MvSl-1064-A2-R4_A2g01249	0.00076	0.00076	0.00001	0.00008	75.2475	faBlack	NRR	NON	5.49204	4.84497	1.133555007	0.180854401	-0.00076	0	-75.2475
MvSl-1064-A1-R4_A1g00516	6.73915	10.75911	30.67257	61.82247	0.219713	MvSl-1064-A2-R4_A2g01504	0.00519	0.00368	0.00005	0.00016	103.593	faBlack	NRR	Up	9.00577	8.02046	1.122849562	0.16716465	6.73396	30.67252	-103.373287
MvSl-1064-A1-R4_A1g00518	2.2929	0.65591	1.71658	1.36333	1.33574	MvSl-1064-A2-R4_A2g01506	0.07606	0.02248	0.13878	0.06301	0.548061	faBlack	NRR	NON	6.47379	6.1586	1.051178839	0.072008139	2.21684	1.5778	0.787679
MvSl-1064-A1-R4_A1g00519	0	0	0	0	0	MvSl-1064-A2-R4_A2g01511	0	0	0.00001	0	0	faBlack	NRR	NON	7.3177	6.98667	1.047380225	0.066785272	0	-0.00001	0
MvSl-1064-A1-R4_A1g00520	0.00001	0	0	0	10000	MvSl-1064-A2-R4_A2g01512	0	0	0.00001	0	0	faBlack	NRR	NON	5.6604	5.45215	1.038195941	0.054078752	0.00001	-0.00001	10000
MvSl-1064-A1-R4_A1g00521	1.15691	0.49946	3.09092	6.23063	0.374293	MvSl-1064-A2-R4_A2g01513	0.00183	0.00123	0.01039	0.00509	0.176129	faBlack	NRR	NON	6.11793	5.84787	1.046180917	0.06513236	1.15508	3.08053	0.198164
MvSl-1064-A1-R4_A1g00522	0.53328	0.24238	2.24648	2.25887	0.237385	MvSl-1064-A2-R4_A2g00889	0.00001	0	0.00908	0.00099	0.00110131	faBlack	NRR	Up	2.27398	-2.03205	-1.11905711	0.162283665	0.53327	2.2374	0.23628369
MvSl-1064-A1-R4_A1g00525	24.71006	30.21493	0.2496	0.62701	98.9986	MvSl-1064-A2-R4_A2g00886	0	0	0	0	0	faBlack	NRR	NON	7.49626	7.06795	1.060598901	0.084879158	24.71006	0.2496	98.9986
MvSl-1064-A1-R4_A1g00527	0.61358	0.36735	10.28984	13.4088	0.0596297	MvSl-1064-A2-R4_A2g00885	0	0.00002	0.00002	0	0	faBlack	NRR	NON	5.07576	4.483	1.132223957	0.179159356	0.61358	10.28982	0.0596297
MvSl-1064-A1-R4_A1g00528	1.00182	0.53833	2.58445	2.65375	0.387634	MvSl-1064-A2-R4_A2g01700	0.69304	0.10354	1.77884	0.71854	0.389602	faBlack	NRR	NON	2.67387	2.86024	0.934841132	-0.097206882	0.30878	0.80561	-0.001968
MvSl-1064-A1-R4_A1g00530	0.66577	0.41871	7.8819	18.10243	0.0844682	MvSl-1064-A2-R4_A2g01693	0	0.00002	0.00002	0.00654	0	faBlack	NRR	NON	6.85964	6.8521	1.001100393	0.001586658	0.66577	7.88188	0.0844682
MvSl-1064-A1-R4_A1g00532	0	0.00005	0.00001	0	0	MvSl-1064-A2-R4_A2g01664	0	0.00617	0.00001	0.01326	0	faBlack	NRR	NON	5.16366	4.97404	1.038121929	0.0539759	0	0	0
MvSl-1064-A1-R4_A1g00534	19.21785	50.8386	9.37396	76.08347	2.05013	MvSl-1064-A2-R4_A2g00865	0	0	0.00001	0	0	faBlack	NRR	NON	7.75529	7.40558	1.0472225	0.066567999	19.21785	9.37395	2.05013
MvSl-1064-A1-R4_A1g00541	0	0.00107	0.00001	0	0	MvSl-1064-A2-R4_A2g00866	0	0	0.00001	0	0	faBlack	NRR	NON	6.28255	6.18482	1.015801592	0.02261864	0	0	0
MvSl-1064-A1-R4_A1g00542	0.65789	0.28799	1.60176	1.57178	0.410729	MvSl-1064-A2-R4_A2g00867	0.00001	0	0.00537	0.00127	0.00186216	faBlack	NRR	NON	5.03925	5.36292	0.939646685	-0.089809701	0.65788	1.59639	0.40886684
MvSl-1064-A1-R4_A1g00543	0.80834	0.35226	63.58653	0	0.0127124	MvSl-1064-A2-R4_A2g00868	0	0	0.00001	0	0	faBlack	NRR	NON	7.02619	7.09211	0.990705164	-0.013472323	0.80834	63.58652	0.0127124
MvSl-1064-A1-R4_A1g00544	1.06405	0.40142	60.0537	152.84905	0.0177183	MvSl-1064-A2-R4_A2g00869	0	0.00021	0.00002	0	0	faBlack	NRR	NON	5.63937	5.72885	0.984380809	-0.022711562	1.06405	60.05368	0.0177183
MvSl-1064-A1-R4_A1g00575	13.66475	154.61777	30.4459	244.67732	0.448821	MvSl-1064-A2-R4_A2g00559	0	0	0.00294	0	0	faBlack	NRR	NON	7.63479	7.20901	1.059062201	0.082787325	13.66475	30.44296	0.448821
MvSl-1064-A1-R4_A1g00576	0	0	0.00001	0	0	MvSl-1064-A2-R4_A2g00560	0	0.00002	0.00001	0	0	faBlack	NRR	NON	4.00066	3.82585	1.045691807	0.064457714	0	0	0
MvSl-1064-A1-R4_A1g00593	1.03754	0.37596	47.64111	470.29634	0.0217782	MvSl-1064-A2-R4_A2g00210	0	0	0.00178	0	0	fBlue	NRR	NON	8.0334	8.06863	0.995633707	-0.006313021	1.03754	47.63933	0.0217782
MvSl-1064-A1-R4_A1g00594	8.6176	7.396	0.08705	0.95623	98.996	MvSl-1064-A2-R4_A2g00575	0	0	0.00303	0.00026	0	faBlack	NRR	Up	5.93226	4.72438	1.255669527	0.328456819	8.6176	0.08402	98.996
MvSl-1064-A1-R4_A1g00635	0.84631	0.30553	58.59446	132.3721	0.0144435	MvSl-1064-A2-R4_A2g00615	0.80689	0.11113	1.90696	0.74237	0.423129	faBlack	NRR	Up	4.67781	1.05148	4.448786472	2.153411855	0.03942	56.6875	-0.4086855
MvSl-1064-A1-R4_A1g00644	0	0	0	0	0	MvSl-1064-A2-R4_A2g01002	0.00059	0.00059	0.00001	0.00001	58.4158	faBlack	NRR	Up	5.55818	4.23911	1.311166731	0.390851153	-0.00059	-0.00001	-58.4158
MvSl-1064-A1-R4_A1g00645	12.59088	60.42331	28.92721	135.49862	0.435261	MvSl-1064-A2-R4_A2g01535	0	0	0.00001	0	0	faBlack	NRR	NON	6.09457	6.10112	0.998926427	-0.001549671	12.59088	28.9272	0.435261
MvSl-1064-A1-R4_A1g00646	0.00001	0.00032	0	0	10000	MvSl-1064-A2-R4_A2g01534	0.001	0.00098	0.00195	0.00193	0.512794	faBlack	NRR	Up	8.56593	7.07022	1.211550701	0.27685478	-0.00099	-0.00195	9999.487206
MvSl-1064-A1-R4_A1g00648	23.6106	73.53462	0.23849	0.32197	99.0004	MvSl-1064-A2-R4_A2g00314	0.0013	0.0013	0.00001	0	128.713	faBlack	NRR	Down	6.10116	6.7441	0.904666301	-0.144542363	23.6093	0.23848	-29.7126
MvSl-1064-A1-R4_A1g00668	6.05246	10.48368	37.94242	84.14865	0.159517	MvSl-1064-A2-R4_A2g00904	0	0	0.00001	0	0	eOrange	NRR	Up	7.30375	1.81606	4.021755889	2.007825516	6.05246	37.94241	0.159517
MvSl-1064-A1-R4_A1g00669	0	0	0	0	0	MvSl-1064-A2-R4_A2g00902	0	0	0.00267	0	0	eOrange	NRR	NON	6.01191	5.85735	1.026387359	0.037575308	0	-0.00267	0
MvSl-1064-A1-R4_A1g00694	0	0.00209	0.00001	0.00703	0	MvSl-1064-A2-R4_A2g00975	0	0.00006	0.00002	0	0	faBlack	NRR	NON	7.19115	7.38799	0.973356759	-0.03895941	0	-0.00001	0
MvSl-1064-A1-R4_A1g00732	0	0	0.00001	0	0	MvSl-1064-A2-R4_A2g01321	0	0.01816	0.00001	0.03605	0	faBlack	NRR	NON	6.55024	6.13372	1.067906588	0.094785458	0	0	0
MvSl-1064-A1-R4_A1g00749	0	0.00006	0.00001	0.01021	0	MvSl-1064-A2-R4_A2g00576	0	0	0.00232	0	0	faBlack	NRR	NON	7.67663	7.1475	1.07403008	0.1030344	0	-0.00231	0
MvSl-1064-A1-R4_A1g00750	0.89263	0.43939	43.04639	58.72709	0.0207365	MvSl-1064-A2-R4_A2g00570	0	0.00039	0.00001	0	0	faBlack	NRR	NON	6.03858	6.05543	0.997217373	-0.004020077	0.89263	43.04638	0.0207365
MvSl-1064-A1-R4_A1g00751	0	0	0	0	0	MvSl-1064-A2-R4_A2g00569	0.00001	0	0.00545	0	0.00183483	faBlack	NRR	NON	8.22365	7.89161	1.042075065	0.059459204	-0.00001	-0.00545	-0.00183483
MvSl-1064-A1-R4_A1g00757	1.20443	0.403	4.4368	5.42938	0.271464	MvSl-1064-A2-R4_A2g00565	0	0.00291	0.00001	0.00745	0	faBlack	NRR	NON	1.88795	1.76856	1.067506898	0.094245393	1.20443	4.43679	0.271464
MvSl-1064-A1-R4_A1g00772	0	0	0	0	0	MvSl-1064-A2-R4_A2g00179	0	0.00003	0.00001	0.0114	0	fBlue	NRR	NON	4.27738	3.904	1.095640369	0.131774328	0	-0.00001	0
MvSl-1064-A1-R4_A1g00778	0.50317	0	51.77488	0	0.00971842	MvSl-1064-A2-R4_A2g00328	0.0026	0.00261	0.00648	0.00652	0.401228	faBlack	NRR	NON	4.58693	5.0061	0.916268153	-0.126158219	0.50057	51.7684	-0.39150958
MvSl-1064-A1-R4_A1g00779	1.725	0.9563	3.02556	4.37398	0.570142	MvSl-1064-A2-R4_A2g00329	0	0	0.00001	0	0	faBlack	NRR	NON	7.67674	8.33029	0.921545348	-0.117872934	1.725	3.02555	0.570142
MvSl-1064-A1-R4_A1g00800	1.38085	0.64064	1.02889	0.70078	1.34208	MvSl-1064-A2-R4_A2g00203	0.5512	0.07315	71.98376	106.35675	0.00765728	faBlack	NRR	Up	7.16995	6.33202	1.132332178	0.179297246	0.82965	-70.95487	1.33442272
MvSl-1064-A1-R4_A1g00801	0.9326	0.29767	18.0602	36.96087	0.0516384	MvSl-1064-A2-R4_A2g00204	0	0.0001	0.00002	0.00946	0	fBlue	NRR	NON	3.65382	3.63421	1.005395946	0.007763777	0.9326	18.06018	0.0516384
MvSl-1064-A1-R4_A1g00832	1.93223	1.08712	27.6726	112.44815	0.0698247	MvSl-1064-A2-R4_A2g01747	0.00258	0.00183	0.01042	0.00741	0.247598	faBlack	NRR	NON	7.36923	7.47033	0.986466461	-0.019658093	1.92965	27.66218	-0.1777733
MvSl-1064-A1-R4_A1g00840	0.09386	0.11239	65.48978	280.01015	0.0014332	MvSl-1064-A2-R4_A2g01736	0	0.00452	0.00001	0.01094	0	faBlack	NRR	NON	6.58748	6.85615	0.960813284	-0.057671997	0.09386	65.48977	0.0014332
MvSl-1064-A1-R4_A1g00842	2.18023	1.10023	2.11967	1.89431	1.02857	MvSl-1064-A2-R4_A2g00923	0	0	0	0	0	faBlack	NRR	NON	7.59865	7.22738	1.051369929	0.072270378	2.18023	2.11967	1.02857
MvSl-1064-A1-R4_A1g00843	0	0.00012	0.00001	0	0	MvSl-1064-A2-R4_A2g00924	0	0.02142	0.00001	0.05698	0	faBlack	NRR	NON	4.212	3.57834	1.177082111	0.235214963	0	0	0
MvSl-1064-A1-R4_A1g00845	1.50218	1.01316	1.0127	1.16148	1.48334	MvSl-1064-A2-R4_A2g01038	0.00053	0.00053	0.00097	0.00097	0.546335	faBlack	NRR	NON	6.68877	6.72671	0.994359798	-0.008160125	1.50165	1.01173	0.937005
MvSl-1064-A1-R4_A1g00853	1.16823	0.38515	45.75448	127.57101	0.0255326	MvSl-1064-A2-R4_A2g01112	0	0.00004	0.00002	0.00625	0	gPurple	NRR	Up	8.02149	6.42042	1.249371536	0.321202567	1.16823	45.75446	0.0255326
MvSl-1064-A1-R4_A1g00854	0	0	0	0	0	MvSl-1064-A2-R4_A2g01111	0	0	0.00001	0	0	gPurple	NRR	Down	7.50358	8.28684	0.905481462	-0.14324299	0	-0.00001	0
MvSl-1064-A1-R4_A1g00869	0.90279	0.41684	54.83651	119.06254	0.0164633	MvSl-1064-A2-R4_A2g00351	0	0	0.00001	0	0	faBlack	NRR	NON	9.56132	8.80913	1.085387547	0.118210261	0.90279	54.8365	0.0164633
MvSl-1064-A1-R4_A1g00886	0	0	0	0	0	MvSl-1064-A2-R4_A2g01477	0	0	0.00001	0	0	faBlack	NRR	NON	4.27201	4.99736	0.854853363	-0.226251127	0	-0.00001	0
MvSl-1064-A1-R4_A1g00912	6.17357	7.66189	0.06236	0.17437	98.9989	MvSl-1064-A2-R4_A2g01608	0	361.65228	0.00002	1936.67515	0	faBlack	NRR	NON	5.54275	5.34074	1.037824346	0.053562286	6.17357	0.06234	98.9989
MvSl-1064-A1-R4_A1g00920	0.76671	0.3956	4.84686	5.08124	0.158187	MvSl-1064-A2-R4_A2g01577	0.00083	0.00083	0.00147	0.00146	0.564587	faBlack	NRR	Up	6.16843	5.22477	1.180612735	0.239535809	0.76588	4.84539	-0.4064
MvSl-1064-A1-R4_A1g00921	1.96956	5.53443	0.61009	2.77431	3.22831	MvSl-1064-A2-R4_A2g01578	0.00222	0.00222	0.00002	0.00002	110.448	faBlack	NRR	NON	7.34827	7.49137	0.98089802	-0.027824942	1.96734	0.61007	-107.21969
MvSl-1064-A1-R4_A1g00922	2.82963	7.57151	0.2454	0.28224	11.5307	MvSl-1064-A2-R4_A2g01580	0.0031	0.00157	0.00493	0.00303	0.62879	faBlack	NRR	NON	6.42017	6.67906	0.961238558	-0.057033575	2.82653	0.24047	10.90191
MvSl-1064-A1-R4_A1g00929	0.32272	0.2191	0.00326	0.03449	98.9938	MvSl-1064-A2-R4_A2g01687	0	0.00004	0.00001	0	0	faBlack	NRR	Down	-1.63218	0.944117	-1.72878997	0.789762607	0.32272	0.00325	98.9938
MvSl-1064-A1-R4_A1g00956	1.0541	0.45203	2.33559	2.09808	0.451321	MvSl-1064-A2-R4_A2g01182	0	0.00002	0.00001	0.00009	0	faBlack	NRR	Down	5.00345	6.58052	0.760342648	-0.395278381	1.0541	2.33558	0.451321
MvSl-1064-A1-R4_A1g00957	0	0	0.00001	0	0	MvSl-1064-A2-R4_A2g01186	0	0	0.00001	0	0	faBlack	NRR	NON	4.90728	5.23305	0.937747585	-0.092728452	0	0	0
MvSl-1064-A1-R4_A1g00958	0.00001	0.10519	0	0.00106	10000	MvSl-1064-A2-R4_A2g01187	0.00228	0.00228	0.00002	0.00012	113.433	faBlack	NRR	NON	7.09191	6.5318	1.085751248	0.118693611	-0.00227	-0.00002	9886.567
MvSl-1064-A1-R4_A1g00970	2.43868	1.24066	0.02463	0.06622	99.0126	MvSl-1064-A2-R4_A2g01287	0	0	0.00001	0	0	faBlack	NRR	Down	6.27788	7.1604	0.876749902	-0.18976273	2.43868	0.02462	99.0126
MvSl-1064-A1-R4_A1g00971	0.62451	0.33031	1.35601	0.99074	0.46055	MvSl-1064-A2-R4_A2g01288	0.00241	0.00242	0.00505	0.00508	0.477218	faBlack	NRR	NON	5.85832	5.33059	1.099000298	0.136191778	0.6221	1.35096	-0.016668
MvSl-1064-A1-R4_A1g00972	9.68549	38.95153	8.72739	33.03837	1.10978	MvSl-1064-A2-R4_A2g01289	0	0	0.00001	0	0	faBlack	NRR	Up	6.78475	5.04357	1.345227686	0.427850376	9.68549	8.72738	1.10978
MvSl-1064-A1-R4_A1g00977	0.93048	0.57166	98.66673	843.55924	0.00943053	MvSl-1064-A2-R4_A2g01566	0.00434	0.00435	0.00004	0.0002	108.229	faBlack	NRR	NON	3.9466	3.46719	1.138270473	0.186843408	0.92614	98.66669	-108.2195695
MvSl-1064-A1-R4_A1g00997	17.38877	435.95447	15.23847	356.21958	1.14111	MvSl-1064-A2-R4_A2g01153	0	0	0.00202	0	0	fBlue	NRR	Up	6.89267	3.94168	1.748663007	0.806252287	17.38877	15.23645	1.14111
MvSl-1064-A1-R4_A1g00998	17.97934	58.11159	14.10892	59.29008	1.27432	MvSl-1064-A2-R4_A2g01154	0	0.00005	0.00001	0	0	fBlue	NRR	NON	4.44409	4.80724	0.924457693	-0.113320797	17.97934	14.10891	1.27432
MvSl-1064-A1-R4_A1g01017	0.33711	0.23924	6.72064	15.17032	0.0501604	MvSl-1064-A2-R4_A2g01279	0.03037	0.00918	0.0543	0.01762	0.559299	gPurple	NRR	NON	8.34288	8.089	1.031385833	0.044584134	0.30674	6.66634	-0.5091386
MvSl-1064-A1-R4_A1g01129	0.93742	0.33443	1.06923	0.76061	0.876724	MvSl-1064-A2-R4_A2g01028	0.00157	0.00111	0.00002	0.00003	78.1095	faBlack	NRR	NON	7.16336	6.79304	1.054514621	0.076579098	0.93585	1.06921	-77.232776
MvSl-1064-A1-R4_A1g01136	0	0.00744	0.00001	0.01692	0	MvSl-1064-A2-R4_A2g00826	0	0.00003	0.00001	0	0	faBlack	NRR	Up	4.57031	0.742602	6.154454203	2.621630919	0	0	0
MvSl-1064-A1-R4_A1g01137	0	0	0.00001	0	0	MvSl-1064-A2-R4_A2g00825	0	0	0.00001	0	0	faBlack	NRR	Up	6.91238	6.27642	1.101325278	0.139240634	0	0	0
MvSl-1064-A1-R4_A1g01159	1.36012	0.70868	48.71657	84.47478	0.027919	MvSl-1064-A2-R4_A2g00833	0	0	0.00001	0	0	fBlue	NRR	NON	6.87054	7.2071	0.953301605	-0.068995369	1.36012	48.71656	0.027919
MvSl-1064-A1-R4_A1g01160	1.77727	2.50063	67.4569	363.41597	0.0263467	MvSl-1064-A2-R4_A2g00834	0.00001	0	0.00611	0.00048	0.00163663	fBlue	NRR	NON	7.04855	7.37205	0.95611804	-0.064739353	1.77726	67.45079	0.02471007
MvSl-1064-A1-R4_A1g01162	0	0.00423	0.00001	0.01043	0	MvSl-1064-A2-R4_A2g00836	0.00327	0.00296	0.00917	0.00831	0.356594	fBlue	NRR	Down	-1.25634	3.93367	-0.319381138	-1.646648984	-0.00327	-0.00916	-0.356594
MvSl-1064-A1-R4_A1g01164	0	0	0	0	0	MvSl-1064-A2-R4_A2g01564	0	0	0.00001	0	0	faBlack	NRR	Up	5.97584	5.20586	1.147906398	0.199005007	0	-0.00001	0
MvSl-1064-A1-R4_A1g01173	1.22315	0.60419	0.52569	0.54278	2.32675	MvSl-1064-A2-R4_A2g01393	0.00418	0.00419	0.00764	0.00768	0.547113	faBlack	NRR	NON	7.20324	7.4462	0.967371277	-0.047858393	1.21897	0.51805	1.779637
MvSl-1064-A1-R4_A1g01184	1.28517	0	6.12827	0	0.209712	MvSl-1064-A2-R4_A2g01305	0	0	0.00001	0	0	faBlack	NRR	NON	7.08549	7.57337	0.935579537	-0.096067787	1.28517	6.12826	0.209712
MvSl-1064-A1-R4_A1g01212	0.704	0.24856	0.48216	0.35238	1.4601	MvSl-1064-A2-R4_A2g00841	0.00001	0	0.00622	0	0.00160769	faBlack	NRR	Up	4.25857	2.39934	1.774892262	0.827731454	0.70399	0.47594	1.45849231
MvSl-1064-A1-R4_A1g01219	1.0774	0	20.56641	0	0.0523864	MvSl-1064-A2-R4_A2g01387	0	0	0.00001	0	0	faBlack	NRR	NON	11.6253	10.698	1.086679753	0.119926838	1.0774	20.5664	0.0523864
MvSl-1064-A1-R4_A1g01227	0	0	0.00001	0	0	MvSl-1064-A2-R4_A2g01519	0.0244	0.00947	0.08478	0.03338	0.287803	gPurple	NRR	NON	7.6003	7.33487	1.036187417	0.051284969	-0.0244	-0.08477	-0.287803
MvSl-1064-A1-R4_A1g01228	0	0.0002	0.00001	0.11171	0	MvSl-1064-A2-R4_A2g01520	0.00238	0.00238	0.00002	0.00009	118.408	faBlack	NRR	NON	3.36564	3.48437	0.965924974	-0.05001696	-0.00238	-0.00001	-118.408
MvSl-1064-A1-R4_A1g01261	0.83687	0.40913	77.90766	152.53371	0.0107418	MvSl-1064-A2-R4_A2g01419	0	0	0.00001	0	0	eOrange	NRR	Up	11.3493	9.26	1.22562635	0.293519219	0.83687	77.90765	0.0107418
MvSl-1064-A1-R4_A1g01271	1.90066	1.16126	7.48864	18.9254	0.253806	MvSl-1064-A2-R4_A2g01394	0.95996	0.15078	2.4855	1.42241	0.386224	faBlack	NRR	NON	8.03721	7.54424	1.065343891	0.091319206	0.9407	5.00314	-0.132418
MvSl-1064-A1-R4_A1g01272	1.08501	0.82799	10.69611	20.96814	0.10144	MvSl-1064-A2-R4_A2g01395	0.15638	0.03748	0.43207	0.16007	0.361932	faBlack	NRR	NON	9.1595	9.28274	0.986723748	-0.019281864	0.92863	10.26404	-0.260492
MvSl-1064-A1-R4_A1g01347	0.61923	0.19162	19.73395	31.68277	0.0313789	MvSl-1064-A2-R4_A2g01555	0	0.02354	0.00001	0.05822	0	faBlack	NRR	Down	6.26581	7.36586	0.850655592	-0.233352954	0.61923	19.73394	0.0313789
MvSl-1064-A1-R4_A1g01348	17.94783	0	14.11603	0	1.27145	MvSl-1064-A2-R4_A2g01556	0	0.00003	0.00001	0	0	faBlack	NRR	NON	7.30728	7.45938	0.979609565	-0.029721234	17.94783	14.11602	1.27145
MvSl-1064-A1-R4_A1g01350	0	0.00114	0.00001	0.00943	0	MvSl-1064-A2-R4_A2g01557	0	0	0.00001	0	0	faBlack	NRR	NON	6.08116	5.93502	1.024623337	0.035093657	0	0	0
MvSl-1064-A1-R4_A1g01359	1.19147	0.51538	14.84126	50.57205	0.0802809	MvSl-1064-A2-R4_A2g01110	0	0.00045	0.00001	0	0	faBlack	NRR	Up	6.06904	5.16376	1.175314112	0.23304638	1.19147	14.84125	0.0802809
MvSl-1064-A1-R4_A1g01366	0	0.01338	0.00001	0.03059	0	MvSl-1064-A2-R4_A2g00776	0	0	0.00001	0	0	faBlack	NRR	NON	6.3787	6.30711	1.011350682	0.016283333	0	0	0
MvSl-1064-A1-R4_A1g01367	0	0	0.00001	0	0	MvSl-1064-A2-R4_A2g00775	0	0	0.00183	0	0	faBlack	NRR	NON	4.41408	4.78362	0.922748881	-0.115990013	0	-0.00182	0
MvSl-1064-A1-R4_A1g01368	0.84923	0.29991	59.96064	140.69952	0.0141631	MvSl-1064-A2-R4_A2g00774	0	0	0.00001	0	0	faBlack	NRR	NON	6.1141	5.93585	1.030029398	0.042685513	0.84923	59.96063	0.0141631
MvSl-1064-A1-R4_A1g01369	1.1927	0.67929	81.65533	258.16167	0.0146065	MvSl-1064-A2-R4_A2g00773	0.00001	0	0.00573	0.00029	0.00174517	faBlack	NRR	NON	8.73697	9.33919	0.935516892	-0.096164392	1.19269	81.6496	0.01286133
MvSl-1064-A1-R4_A1g01376	0.40665	0.24549	0.68945	0.51322	0.589818	MvSl-1064-A2-R4_A2g00418	0.61006	0.0815	1.75773	0.55477	0.347073	faBlack	NRR	Down	6.37736	7.29595	0.874095903	-0.194136519	-0.20341	-1.06828	0.242745
MvSl-1064-A1-R4_A1g01384	0.97886	0.30551	1.6663	1.01363	0.587445	MvSl-1064-A2-R4_A2g01135	0	0	0.00001	0	0	faBlack	NRR	Up	8.18365	7.22686	1.132393598	0.179375499	0.97886	1.66629	0.587445
MvSl-1064-A1-R4_A1g01385	23.73671	12.76072	0.23977	0.47817	98.9978	MvSl-1064-A2-R4_A2g01134	0.0011	0.0011	0.00001	0.00008	108.911	faBlack	NRR	NON	4.91286	5.01502	0.979629194	-0.029692327	23.73561	0.23976	-9.9132
MvSl-1064-A1-R4_A1g01388	1.10973	0.46561	106.14914	349.16429	0.0104544	MvSl-1064-A2-R4_A2g00186	0	0	0.00299	0.00114	0	faBlack	NRR	NON	5.14593	5.62095	0.915491154	-0.12738215	1.10973	106.14615	0.0104544
MvSl-1064-A1-R4_A1g01392	1.43869	0	3.73675	6.26147	0.385011	MvSl-1064-A2-R4_A2g00153	0.00319	0.00183	0.00004	0.00002	79.5511	faBlack	NRR	NON	5.70466	5.50069	1.037080803	0.052528304	1.4355	3.73671	-79.166089
MvSl-1064-A1-R4_A1g01406	0.95069	0.51785	2.03198	2.3612	0.467864	MvSl-1064-A2-R4_A2g01323	0.00201	0.00142	0.00002	0.00004	100	faBlack	NRR	NON	11.597	10.7624	1.077547759	0.107751814	0.94868	2.03196	-99.532136
MvSl-1064-A1-R4_A1g01431	3.04346	3.40877	1.12309	1.14191	2.7099	MvSl-1064-A2-R4_A2g01151	0	0.00002	0.00002	0	0	fBlue	NRR	NON	6.77971	6.8397	0.991229147	-0.012709484	3.04346	1.12307	2.7099
MvSl-1064-A1-R4_A1g01440	1.6462	1.12194	2.56489	3.40709	0.641821	MvSl-1064-A2-R4_A2g01753	0	0	0.00001	0	0	bPAR	bPAR	NON	6.92832	6.97293	0.993602402	-0.009259433	1.6462	2.56488	0.641821
MvSl-1064-A1-R4_A1g01441	0.02108	0.02104	0.00021	0.00229	100.38	MvSl-1064-A2-R4_A2g01754	0.01362	0.00518	0.01183	0.00456	1.1513	bPAR	bPAR	NON	6.24213	6.20401	1.006144413	0.008837392	0.00746	-0.01162	99.2287
MvSl-1064-A1-R4_A1g01444	1.60255	0.69006	4.73053	6.57915	0.338768	MvSl-1064-A2-R4_A2g01757	0.00001	0.00004	0.01298	0.00771	0.00077041	bPAR	bPAR	NON	11.1721	11.2382	0.994118275	-0.008510588	1.60254	4.71755	0.33799759
MvSl-1064-A1-R4_A1g01445	0	0	0.00001	0	0	MvSl-1064-A2-R4_A2g01758	0	0	0.00497	0	0	bPAR	bPAR	NON	7.4255	7.46794	0.994317041	-0.008222163	0	-0.00496	0
MvSl-1064-A1-R4_A1g01447	0	0	0	0	0	MvSl-1064-A2-R4_A2g01760	0.00102	0.00101	0.00001	0.00001	100.99	bPAR	bPAR	NON	6.01318	6.14325	0.978827168	-0.03087395	-0.00102	-0.00001	-100.99
MvSl-1064-A1-R4_A1g01448	1.88759	1.32049	0.54072	0.38492	3.49088	MvSl-1064-A2-R4_A2g01761	0.01699	0.00568	0.05651	0.0181	0.300654	bPAR	bPAR	NON	2.05354	2.08807	0.983463198	-0.024057028	1.8706	0.48421	3.190226
