genea1	chr	chrom	DE	a1expmean	a2expmean	ratio	log2exp	dNa1	dNa1se	dSa1	dSa1se	dndsa1	genea2	dNa2	dNa2se	dSa2	dSa2se	dndsa2	dndiff	dsdiff	dndsdiff
MvSl-1064-A1-R4_MC06g06965	aAutosome	aAutosome	NON	3.61742	3.69795	0.97822307	-0.031764607	1.19153	0.43003	1.4125	0.71534	0.843561	MvSl-1064-A2-R4_MC06-1g07228	1.19153	0.42808	1.4125	0.72756	0.843561	0	0	0.999999881
MvSl-1064-A1-R4_MC15g12057	aAutosome	aAutosome	NON	3.92813	3.1771	1.23638853	0.306132176	0.65405	0.08002	1.40653	0.44736	0.46501	MvSl-1064-A2-R4_MC15g12306	0.65405	0.07999	1.40653	0.44627	0.46501	0	0	0.999999785
MvSl-1064-A1-R4_MC10-1g09639	aAutosome	aAutosome	NON	5.59447	5.59997	0.999017852	-0.001417636	0.78054	0.1068	1.40475	0.44186	0.555643	MvSl-1064-A2-R4_MC10g09906	0.78054	0.10681	1.40475	0.44203	0.555643	0	0	0.99999982
MvSl-1064-A1-R4_MC02g03726	aAutosome	aAutosome	NON	5.44695	5.56221	0.979278021	-0.03020959	0.6856	0.0831	1.36881	0.3638	0.500873	MvSl-1064-A2-R4_MC02g04004	0.6856	0.08309	1.36881	0.36365	0.500873	0	0	0.9999998
MvSl-1064-A1-R4_MC02g03907	aAutosome	aAutosome	NON	2.84566	3.19017	0.89200889	-0.164870007	0.74274	0.11103	1.36174	0.48719	0.545434	MvSl-1064-A2-R4_MC02g04185	0.74274	0.11102	1.36174	0.48674	0.545434	0	0	0.999999817
MvSl-1064-A1-R4_MC02g04039	aAutosome	aAutosome	NON	7.70343	7.59473	1.014312556	0.020502281	0.66008	0.10996	1.35453	0.46523	0.487313	MvSl-1064-A2-R4_MC02g04317	0.66008	0.10997	1.35453	0.46511	0.487313	0	0	0.999999795
MvSl-1064-A1-R4_MC08g08445	aAutosome	aAutosome	Down	4.88316	5.68205	0.859401096	-0.218596477	0.68699	0.07616	1.34756	0.29325	0.509803	MvSl-1064-A2-R4_MC08-1g08710	0.68699	0.0762	1.34756	0.29363	0.509803	0	0	0.999999804
MvSl-1064-A1-R4_MC11g10378	aAutosome	aAutosome	NON	2.94316	3.03766	0.968890528	-0.045594426	0.59867	0.09323	1.3474	0.54439	0.444315	MvSl-1064-A2-R4_MC11g10640	0.59867	0.09325	1.3474	0.54495	0.444315	0	0	0.999999775
MvSl-1064-A1-R4_MC01-1g02310	aAutosome	aAutosome	NON	5.6513	5.67523	0.995783431	-0.006096085	0.93033	0.14123	1.33759	0.40783	0.695527	MvSl-1064-A2-R4_MC01g02592	0.93033	0.14123	1.33759	0.40822	0.695527	0	0	0.999999856
MvSl-1064-A1-R4_MC05-3g06715	aAutosome	aAutosome	NON	3.19293	3.64339	0.876362399	-0.19040051	0.52053	0.05993	1.32926	0.32052	0.391594	MvSl-1064-A2-R4_MC05g06979	0.52053	0.05992	1.32926	0.32053	0.391594	0	0	0.999999745
MvSl-1064-A1-R4_MC02g03558	aAutosome	aAutosome	NON	4.51458	4.52896	0.996824878	-0.00458802	0.64106	0.09601	1.31514	0.42864	0.487446	MvSl-1064-A2-R4_MC02g03836	0.64106	0.09601	1.31514	0.42893	0.487446	0	0	0.999999795
MvSl-1064-A1-R4_MC04-1g05751	aAutosome	aAutosome	NON	6.54944	6.5806	0.995264869	-0.006847574	0.80463	0.09127	1.31293	0.2804	0.612851	MvSl-1064-A2-R4_MC04-1g06027	0.80463	0.09125	1.31293	0.28012	0.612851	0	0	0.999999837
MvSl-1064-A1-R4_MC10-2g10002	aAutosome	aAutosome	NON	2.67061	2.47823	1.077627984	0.107859221	0.32324	0.06019	1.31198	0.41526	0.246376	MvSl-1064-A2-R4_MC10g10266	0.32324	0.06019	1.31198	0.41544	0.246376	0	0	0.999999594
MvSl-1064-A1-R4_MC04-1g05477	aAutosome	aAutosome	NON	4.40451	4.47591	0.984047937	-0.023199499	0.78308	0.10513	1.30988	0.35079	0.597826	MvSl-1064-A2-R4_MC04-1g05754	0.78308	0.10512	1.30988	0.35099	0.597826	0	0	0.999999833
MvSl-1064-A1-R4_MC04-1g05618	aAutosome	aAutosome	NON	6.03282	5.85206	1.030888268	0.043887976	0.73852	0.10106	1.30702	0.43177	0.565041	MvSl-1064-A2-R4_MC04-1g05894	0.73852	0.1011	1.30702	0.43251	0.565041	0	0	0.999999823
MvSl-1064-A1-R4_MC06g07330	aAutosome	aAutosome	NON	3.99474	3.71478	1.075363817	0.104824835	0.73394	0.10941	1.30374	0.45631	0.56295	MvSl-1064-A2-R4_MC06-2g07595	0.73394	0.10938	1.30374	0.45611	0.56295	0	0	0.999999822
MvSl-1064-A1-R4_MC09-2g09385	aAutosome	aAutosome	NON	6.18423	6.13429	1.008141121	0.011697604	0	0.00008	0.00001	0	0	MvSl-1064-A2-R4_MC09g09659	0.60583	0.06719	1.30283	0.28988	0.465011	-0.60583	-1.30282	0
MvSl-1064-A1-R4_MC09-2g09253	aAutosome	aAutosome	NON	6.2897	6.21907	1.011357004	0.016292351	1.2728	0.17432	1.30187	0.35972	0.977671	MvSl-1064-A2-R4_MC09g09527	1.2728	0.17437	1.30187	0.36044	0.977671	0	0	0.999999898
MvSl-1064-A1-R4_MC06g07215	aAutosome	aAutosome	NON	2.94826	3.1259	0.943171567	-0.084407868	0.563	0.05755	1.29788	0.28237	0.433784	MvSl-1064-A2-R4_MC06-2g07480	0.563	0.05757	1.29788	0.28267	0.433784	0	0	0.999999769
MvSl-1064-A1-R4_MC04-1g05970	aAutosome	aAutosome	NON	5.00751	4.83462	1.035760825	0.050690898	0.73067	0.09901	1.28075	0.36896	0.570502	MvSl-1064-A2-R4_MC04-1g06246	0.73067	0.09899	1.28075	0.36856	0.570502	0	0	0.999999825
MvSl-1064-A1-R4_MC01-1g02166	aAutosome	aAutosome	NON	4.2311	4.40021	0.961567743	-0.056539595	1.18264	0.23981	1.27668	0.47479	0.92634	MvSl-1064-A2-R4_MC01g02447	1.18264	0.24008	1.27667	0.47404	0.926347	0	1.00E-05	0.999992335
MvSl-1064-A1-R4_MC04-1g05944	aAutosome	aAutosome	NON	5.79868	5.86007	0.989524016	-0.015193373	1.07353	0.16278	1.27406	0.34204	0.842605	MvSl-1064-A2-R4_MC04-1g06220	1.07353	0.16269	1.27406	0.34176	0.842605	0	0	0.999999881
MvSl-1064-A1-R4_MC01-2g03132	aAutosome	aAutosome	NON	7.60525	7.60689	0.999784406	-0.00031107	0.79097	0.09171	1.2605	0.2813	0.627505	MvSl-1064-A2-R4_MC01g03412	0.79097	0.09173	1.2605	0.28159	0.627505	0	0	0.999999841
MvSl-1064-A1-R4_MC10-2g10125	aAutosome	aAutosome	Down	2.05935	3.16995	0.649647471	-0.622271038	0.95837	0.14846	1.26004	0.44964	0.760587	MvSl-1064-A2-R4_MC10g10389	0.95837	0.14838	1.26004	0.44897	0.760587	0	0	0.999999869
MvSl-1064-A1-R4_MC03g04616	aAutosome	aAutosome	NON	7.50456	7.12889	1.052696843	0.074090028	0.9289	0.17182	1.24343	0.49125	0.747046	MvSl-1064-A2-R4_MC03g04894	0.9289	0.17186	1.24343	0.49163	0.747046	0	0	0.999999866
MvSl-1064-A1-R4_MC03g04410	aAutosome	aAutosome	NON	0.986257	1.00809	0.978342212	-0.031588905	0.47441	0.0696	1.24084	0.40096	0.38233	MvSl-1064-A2-R4_MC03g04688	0.47441	0.06961	1.24084	0.4012	0.38233	0	0	0.999999738
MvSl-1064-A1-R4_MC07g07885	aAutosome	aAutosome	NON	4.54563	5.10201	0.890948861	-0.166585469	0.94189	0.13415	1.23284	0.34937	0.764	MvSl-1064-A2-R4_MC07g08150	0.94189	0.13415	1.23284	0.34922	0.764	0	0	0.999999869
MvSl-1064-A1-R4_MC03g04926	aAutosome	aAutosome	NON	1.55666	1.10597	1.407506533	0.493141618	0.71931	0.09455	1.22651	0.34648	0.586469	MvSl-1064-A2-R4_MC03g05204	0.71931	0.09457	1.22651	0.34666	0.586469	0	0	0.999999829
MvSl-1064-A1-R4_MC10-1g09721	aAutosome	aAutosome	NON	6.76415	6.74396	1.00299379	0.004312674	0.93508	0.16735	1.1976	0.42293	0.780795	MvSl-1064-A2-R4_MC10g09988	0.93508	0.16763	1.1976	0.42419	0.780795	0	0	0.999999872
MvSl-1064-A1-R4_MC01-1g01743	aAutosome	aAutosome	NON	6.14839	6.23009	0.986886225	-0.019044325	0.79915	0.09625	1.19477	0.30779	0.668873	MvSl-1064-A2-R4_MC01g02024	0.79915	0.09622	1.19477	0.30783	0.668873	0	0	0.99999985
MvSl-1064-A1-R4_MC05-1g06122	aAutosome	aAutosome	NON	5.07954	5.01937	1.01198756	0.017191556	0.83058	0.10173	1.18732	0.30136	0.699542	MvSl-1064-A2-R4_MC05g06394	0.83058	0.1017	1.18732	0.30074	0.699542	0	0	0.999999857
MvSl-1064-A1-R4_MC05-3g06540	aAutosome	aAutosome	NON	5.60146	5.65032	0.991352702	-0.012529666	0.62209	0.0761	1.16467	0.29918	0.534134	MvSl-1064-A2-R4_MC05g06803	0.62209	0.07611	1.16467	0.29927	0.534134	0	0	0.999999813
MvSl-1064-A1-R4_MC13g11300	aAutosome	aAutosome	NON	1.45582	0.959959	1.516543936	0.600787295	0.64296	0.10844	1.14493	0.33234	0.561571	MvSl-1064-A2-R4_MC13g11561	0.64296	0.10845	1.14493	0.33275	0.561571	0	0	0.999999822
MvSl-1064-A1-R4_MC01-1g02063	aAutosome	aAutosome	NON	5.13419	5.54431	0.926028667	-0.110871239	0.69363	0.10564	1.1336	0.3549	0.611882	MvSl-1064-A2-R4_MC01g02344	0.69363	0.10569	1.1336	0.35529	0.611882	0	0	0.999999837
MvSl-1064-A1-R4_MC04-1g05711	aAutosome	aAutosome	NON	5.54156	5.62202	0.985688418	-0.020796421	0.8959	0.15567	1.12503	0.39619	0.796334	MvSl-1064-A2-R4_MC04-1g05987	0.8959	0.15555	1.12503	0.39647	0.796334	0	0	0.999999874
MvSl-1064-A1-R4_MC09-2g09415	aAutosome	aAutosome	NON	4.1337	4.09618	1.009159754	0.013154576	0.75018	0.12842	1.12289	0.34038	0.66808	MvSl-1064-A2-R4_MC09g09689	0.75018	0.12831	1.12289	0.34024	0.66808	0	0	0.99999985
MvSl-1064-A1-R4_MC03g04794	aAutosome	aAutosome	NON	7.414	7.21018	1.028268365	0.040216839	0.72455	0.12339	1.11339	0.35954	0.65076	MvSl-1064-A2-R4_MC03g05072	0.72455	0.12337	1.11339	0.3598	0.65076	0	0	0.999999846
MvSl-1064-A1-R4_MC03g04369	aAutosome	aAutosome	NON	3.42377	3.58714	0.954456754	-0.067248264	1.14445	0.20029	1.11159	0.3509	1.02956	MvSl-1064-A2-R4_MC03g04647	1.14445	0.20078	1.11159	0.35147	1.02956	0	0	0.999999903
MvSl-1064-A1-R4_MC08g08489	aAutosome	aAutosome	NON	4.69502	4.83134	0.971784225	-0.041292081	0.69235	0.11727	1.10581	0.40268	0.626102	MvSl-1064-A2-R4_MC08-1g08754	0.69235	0.11725	1.10581	0.40305	0.626102	0	0	0.99999984
MvSl-1064-A1-R4_MC10-2g10072	aAutosome	aAutosome	NON	5.37024	5.41567	0.99161138	-0.012153267	0.81511	0.09483	1.0976	0.2557	0.742629	MvSl-1064-A2-R4_MC10g10336	0.81511	0.09474	1.0976	0.25587	0.742629	0	0	0.999999865
MvSl-1064-A1-R4_MC03g05254	aAutosome	aAutosome	NON	6.41869	6.29702	1.019321838	0.027609636	0.99403	0.13243	1.0897	0.31981	0.912205	MvSl-1064-A2-R4_MC03g05531	0.99403	0.13255	1.0897	0.31887	0.912205	0	0	0.99999989
MvSl-1064-A1-R4_MC06g07396	aAutosome	aAutosome	NON	7.31974	6.98481	1.047951197	0.067571532	0.56017	0.0827	1.08343	0.30398	0.517034	MvSl-1064-A2-R4_MC06-2g07661	0.56017	0.08266	1.08343	0.30379	0.517034	0	0	0.999999807
MvSl-1064-A1-R4_MC03g04841	aAutosome	aAutosome	NON	6.46853	6.59419	0.980943831	-0.027757565	0.44995	0.06462	1.08224	0.28556	0.415758	MvSl-1064-A2-R4_MC03g05119	0.44995	0.06462	1.08224	0.28557	0.415758	0	0	0.999999759
MvSl-1064-A1-R4_MC12g11224	aAutosome	aAutosome	NON	7.6345	7.7634	0.98339645	-0.024154948	0.37291	0.05018	1.0814	0.2587	0.34484	MvSl-1064-A2-R4_MC12g11487	0.37291	0.05015	1.0814	0.25857	0.34484	0	0	0.99999971
MvSl-1064-A1-R4_MC02g03936	aAutosome	aAutosome	NON	5.83378	5.66985	1.028912581	0.041120413	0.99774	0.17482	1.07228	0.34908	0.930484	MvSl-1064-A2-R4_MC02g04214	0.99774	0.17476	1.07228	0.34929	0.930484	0	0	0.999999893
MvSl-1064-A1-R4_MC03g04962	aAutosome	aAutosome	NON	5.5261	5.58558	0.989351151	-0.015445427	0.64186	0.08612	1.0699	0.30804	0.599925	MvSl-1064-A2-R4_MC03g05239	0.64186	0.08611	1.0699	0.30767	0.599925	0	0	0.999999833
MvSl-1064-A1-R4_MC13g11588	aAutosome	aAutosome	NON	4.26873	3.83818	1.112175562	0.153384543	0.81131	0.15001	1.08243	0.40457	0.749526	MvSl-1064-A2-R4_MC13g11849	0.89943	0.14728	1.05493	0.32034	0.852597	-0.08812	0.0275	0.879109253
MvSl-1064-A1-R4_MC09-2g09351	aAutosome	aAutosome	NON	5.56481	5.3146	1.047079743	0.066371318	0.99547	0.21196	1.03062	0.32107	0.965894	MvSl-1064-A2-R4_MC09g09625	0.99547	0.21147	1.03062	0.32161	0.965894	0	0	0.999999896
MvSl-1064-A1-R4_MC04-1g05597	aAutosome	aAutosome	NON	8.54993	8.73379	0.978948429	-0.030695234	0.69394	0.11732	0.99004	0.29762	0.700921	MvSl-1064-A2-R4_MC04-1g05873	0.69394	0.11733	0.99004	0.29777	0.700921	0	0	0.999999857
MvSl-1064-A1-R4_MC01-1g02363	aAutosome	aAutosome	NON	7.05174	6.92881	1.017741863	0.025371687	0.40846	0.05602	0.97307	0.23047	0.419764	MvSl-1064-A2-R4_MC01g02645	0.40846	0.05603	0.97307	0.23055	0.419764	0	0	0.999999762
MvSl-1064-A1-R4_MC12g11255	aAutosome	aAutosome	NON	6.26435	6.09754	1.027356934	0.038937504	0.57106	0.09304	0.95058	0.28644	0.600749	MvSl-1064-A2-R4_MC12g11518	0.57106	0.09305	0.95058	0.28661	0.600749	0	0	0.999999834
MvSl-1064-A1-R4_MC06g07237	aAutosome	aAutosome	NON	6.49546	6.63184	0.979435571	-0.029977502	0.54721	0.06528	0.94112	0.20869	0.581445	MvSl-1064-A2-R4_MC06-2g07502	0.54721	0.0653	0.94112	0.20906	0.581445	0	0	0.999999828
MvSl-1064-A1-R4_MC03g04554	aAutosome	aAutosome	NON	4.01832	4.18765	0.959564434	-0.05954841	0.3989	0.05922	0.93681	0.25141	0.425807	MvSl-1064-A2-R4_MC03g04832	0.3989	0.05925	0.93681	0.25165	0.425807	0	0	0.999999765
MvSl-1064-A1-R4_MC06g07504	aAutosome	aAutosome	NON	4.79077	5.08299	0.942510215	-0.08541984	0.17136	0.03599	0.934	0.31692	0.183469	MvSl-1064-A2-R4_MC06-2g07769	0.17136	0.03598	0.934	0.31647	0.183469	0	0	0.999999455
MvSl-1064-A1-R4_MC08g08548	aAutosome	aAutosome	NON	5.70154	5.43381	1.049271138	0.069387527	0.7509	0.13008	0.92628	0.28605	0.810662	MvSl-1064-A2-R4_MC08-1g08813	0.7509	0.13007	0.92628	0.2861	0.810662	0	0	0.999999877
MvSl-1064-A1-R4_MC17g12229	aAutosome	aAutosome	NON	5.36194	5.50402	0.97418614	-0.037730637	0.33875	0.05545	1.08119	0.35431	0.313312	MvSl-1064-A2-R4_MC17g12481	0.41469	0.06324	0.92176	0.26327	0.449889	-0.07594	0.15943	0.696420518
MvSl-1064-A1-R4_MC03g04749	aAutosome	aAutosome	NON	6.75545	6.73957	1.002356233	0.003395328	0.39379	0.05701	0.90923	0.22783	0.433103	MvSl-1064-A2-R4_MC03g05027	0.39379	0.05701	0.90923	0.2279	0.433103	0	0	0.999999769
MvSl-1064-A1-R4_MC08g08569	aAutosome	aAutosome	NON	10.024	9.5935	1.044874134	0.063329164	0.49817	0.06241	0.90619	0.20823	0.549741	MvSl-1064-A2-R4_MC08-1g08834	0.49817	0.06243	0.90619	0.20833	0.549741	0	0	0.999999818
MvSl-1064-A1-R4_MC02g03866	aAutosome	aAutosome	NON	5.97206	5.84743	1.021313637	0.030425974	0.75041	0.11488	1.70517	0.73304	0.440079	MvSl-1064-A2-R4_MC02g04144	0.9731	0.16351	0.90366	0.26907	1.07684	-0.22269	0.80151	0.408676274
MvSl-1064-A1-R4_A1g00398	dRed	NRR	NON	8.12088	7.969	1.019058853	0.027237373	0.49076	0.09416	0.89968	0.35064	0.545483	MvSl-1064-A2-R4_A2g00372	0.49076	0.09417	0.89968	0.35071	0.545483	0	0	0.999999817
MvSl-1064-A1-R4_MC02g03843	aAutosome	aAutosome	NON	5.91669	6.15851	0.960734009	-0.057791037	0.93799	0.15013	0.882	0.2506	1.06348	MvSl-1064-A2-R4_MC02g04121	0.93799	0.1501	0.882	0.25028	1.06348	0	0	0.999999906
MvSl-1064-A1-R4_MC07g07602	aAutosome	aAutosome	NON	5.45036	5.60143	0.973030101	-0.039443659	0.48667	0.04555	0.87361	0.13916	0.557079	MvSl-1064-A2-R4_MC07g07867	0.48667	0.04555	0.87361	0.13916	0.557079	0	0	0.99999982
MvSl-1064-A1-R4_MC02g03652	aAutosome	aAutosome	NON	2.99707	2.78266	1.077052173	0.107088137	0.45947	0.06092	0.87249	0.2087	0.526619	MvSl-1064-A2-R4_MC02g03930	0.45947	0.06091	0.87249	0.20863	0.526619	0	0	0.99999981
MvSl-1064-A1-R4_MC07g07970	aAutosome	aAutosome	NON	10.0596	10.2667	0.979827988	-0.029399594	0.56769	0.12075	0.87131	0.32463	0.651536	MvSl-1064-A2-R4_MC07g08235	0.56769	0.12082	0.87131	0.32505	0.651536	0	0	0.999999847
MvSl-1064-A1-R4_MC01-2g03136	aAutosome	aAutosome	NON	6.99167	6.80114	1.028014421	0.039860503	0.93327	0.16279	0.86685	0.26347	1.07662	MvSl-1064-A2-R4_MC01g03416	0.93327	0.16283	0.86685	0.26378	1.07662	0	0	0.999999907
MvSl-1064-A1-R4_MC06g07374	aAutosome	aAutosome	NON	5.74564	5.85153	0.981903878	-0.026346294	0.40464	0.06825	0.85023	0.23938	0.475918	MvSl-1064-A2-R4_MC06-2g07639	0.40464	0.0682	0.85023	0.23902	0.475918	0	0	0.99999979
MvSl-1064-A1-R4_MC03g04645	aAutosome	aAutosome	NON	5.65684	5.6265	1.00539234	0.007758602	1.11216	0.1784	0.83624	0.23469	1.32995	MvSl-1064-A2-R4_MC03g04923	1.11216	0.17829	0.83624	0.23449	1.32995	0	0	0.999999925
MvSl-1064-A1-R4_MC06g07482	aAutosome	aAutosome	NON	6.94798	6.9205	1.003970811	0.005717326	0.53554	0.06581	0.81663	0.16075	0.655793	MvSl-1064-A2-R4_MC06-2g07747	0.53554	0.0658	0.81663	0.1609	0.655793	0	0	0.999999848
MvSl-1064-A1-R4_MC02g04006	aAutosome	aAutosome	NON	5.63361	5.48242	1.027577238	0.039246838	0.49552	0.06285	0.78433	0.16834	0.631775	MvSl-1064-A2-R4_MC02g04284	0.49552	0.06285	0.78433	0.16828	0.631775	0	0	0.999999842
MvSl-1064-A1-R4_MC01-1g02248	aAutosome	aAutosome	NON	7.99486	7.67404	1.041805881	0.059086486	0.24975	0.03464	0.75589	0.21666	0.330405	MvSl-1064-A2-R4_MC01g02530	0.24975	0.03464	0.75589	0.21656	0.330405	0	0	0.999999697
MvSl-1064-A1-R4_MC04-1g05739	aAutosome	aAutosome	NON	6.55394	6.51432	1.006081986	0.008747875	0.38813	0.06507	0.73009	0.22348	0.531619	MvSl-1064-A2-R4_MC04-1g06015	0.38813	0.06508	0.73009	0.22345	0.531619	0	0	0.999999812
MvSl-1064-A1-R4_MC02g04018	aAutosome	aAutosome	NON	6.89951	7.07224	0.975576338	-0.035673328	0.31242	0.03745	0.72517	0.12898	0.430823	MvSl-1064-A2-R4_MC02g04296	0.31242	0.03747	0.72517	0.12915	0.430823	0	0	0.999999768
MvSl-1064-A1-R4_MC04-1g05476	aAutosome	aAutosome	NON	9.35745	9.54643	0.980204118	-0.028845887	0.37712	0.05419	0.72167	0.16065	0.522566	MvSl-1064-A2-R4_MC04-1g05753	0.37712	0.05419	0.72167	0.16066	0.522566	0	0	0.999999809
MvSl-1064-A1-R4_MC11g10690	aAutosome	aAutosome	NON	7.9368	7.73685	1.025843851	0.036811148	0.26686	0.04593	0.70396	0.17329	0.379084	MvSl-1064-A2-R4_MC11g10954	0.26686	0.04592	0.70396	0.17325	0.379084	0	0	0.999999736
MvSl-1064-A1-R4_MC05-3g06650	aAutosome	aAutosome	NON	8.47474	7.88877	1.074279007	0.103368732	0.24554	0.04279	0.70295	0.19102	0.349299	MvSl-1064-A2-R4_MC05g06913	0.24554	0.04282	0.70295	0.19136	0.349299	0	0	0.999999714
MvSl-1064-A1-R4_MC09-2g09442	aAutosome	aAutosome	NON	4.59999	4.28823	1.072701324	0.101248438	0.22538	0.03718	0.67362	0.1533	0.33458	MvSl-1064-A2-R4_MC09g09716	0.22538	0.03717	0.67362	0.15313	0.33458	0	0	0.999999701
MvSl-1064-A1-R4_MC06g07399	aAutosome	aAutosome	NON	0.781214	0.129444	6.035150335	2.593389709	0.28244	0.05117	0.67173	0.19179	0.420466	MvSl-1064-A2-R4_MC06-2g07664	0.28244	0.05115	0.67173	0.19156	0.420466	0	0	0.999999762
MvSl-1064-A1-R4_MC09-2g09145	aAutosome	aAutosome	NON	1.64882	2.66155	0.619496158	-0.690832759	0.35815	0.04885	0.64729	0.14041	0.553307	MvSl-1064-A2-R4_MC09g09420	0.35815	0.04886	0.64729	0.1405	0.553307	0	0	0.999999819
MvSl-1064-A1-R4_MC05-2g06448	aAutosome	aAutosome	NON	8.69329	8.78281	0.989807362	-0.014780322	0.27665	0.04229	0.64665	0.14042	0.42782	MvSl-1064-A2-R4_MC05g06722	0.27665	0.0423	0.64665	0.14043	0.42782	0	0	0.999999766
MvSl-1064-A1-R4_MC05-3g06806	aAutosome	aAutosome	NON	0.824214	1.02408	0.804833607	-0.313237547	0.2656	0.04737	0.64374	0.17281	0.412589	MvSl-1064-A2-R4_MC05g07070	0.2656	0.04748	0.64374	0.17404	0.412589	0	0	0.999999758
MvSl-1064-A1-R4_MC04-1g05569	aAutosome	aAutosome	NON	3.94712	3.64222	1.083712681	0.115982313	0.3555	0.07582	0.64228	0.22516	0.553497	MvSl-1064-A2-R4_MC04-1g05845	0.3555	0.07573	0.64228	0.22472	0.553497	0	0	0.999999819
MvSl-1064-A1-R4_MC02g04000	aAutosome	aAutosome	NON	2.67902	2.68597	0.99741248	-0.00373784	0.39921	0.05289	0.64145	0.15101	0.622356	MvSl-1064-A2-R4_MC02g04278	0.39921	0.0529	0.64145	0.15119	0.622356	0	0	0.999999839
MvSl-1064-A1-R4_MC04-1g05663	aAutosome	aAutosome	NON	5.1693	5.18394	0.997175893	-0.004080089	0.38436	0.05892	0.6401	0.15666	0.600469	MvSl-1064-A2-R4_MC04-1g05939	0.38436	0.0589	0.6401	0.15655	0.600469	0	0	0.999999833
MvSl-1064-A1-R4_MC08g08422	aAutosome	aAutosome	NON	2.7746	2.2289	1.244829288	0.315947909	0.45356	0.05492	0.63526	0.12452	0.713975	MvSl-1064-A2-R4_MC08-1g08687	0.45356	0.05493	0.63526	0.12457	0.713975	0	0	0.99999986
MvSl-1064-A1-R4_MC03g04855	aAutosome	aAutosome	NON	6.30557	6.40647	0.984250297	-0.022902852	0.2781	0.05455	0.62612	0.19348	0.444164	MvSl-1064-A2-R4_MC03g05133	0.2781	0.05439	0.62612	0.19186	0.444164	0	0	0.999999775
MvSl-1064-A1-R4_MC01-1g01722	aAutosome	aAutosome	NON	0.291202	1.22961	0.236824684	-2.078108634	0.53336	0.06165	0.62496	0.14093	0.85343	MvSl-1064-A2-R4_MC01g02003	0.53336	0.06167	0.62496	0.14105	0.85343	0	0	0.999999883
MvSl-1064-A1-R4_MC08g08323	aAutosome	aAutosome	NON	4.7547	4.56555	1.041429839	0.058565648	0.25478	0.04551	0.62183	0.16133	0.409726	MvSl-1064-A2-R4_MC08-1g08588	0.25478	0.04555	0.62183	0.16142	0.409726	0	0	0.999999756
MvSl-1064-A1-R4_MC09-2g09094	aAutosome	aAutosome	NON	7.33581	7.20282	1.018463602	0.026394422	0.10588	0.02795	0.61925	0.1832	0.170981	MvSl-1064-A2-R4_MC09g09369	0.10588	0.02816	0.61925	0.1846	0.170981	0	0	0.999999415
MvSl-1064-A1-R4_MC11g10433	aAutosome	aAutosome	NON	7.6335	7.62851	1.000654125	0.000943395	0.2039	0.04205	0.60657	0.14818	0.336152	MvSl-1064-A2-R4_MC11g10695	0.2039	0.04205	0.60657	0.14818	0.336152	0	0	0.999999703
MvSl-1064-A1-R4_MC03g04685	aAutosome	aAutosome	NON	6.78177	6.74538	1.005394804	0.007762138	0.21043	0.03662	0.59765	0.14207	0.352096	MvSl-1064-A2-R4_MC03g04963	0.21043	0.03665	0.59765	0.1421	0.352096	0	0	0.999999716
MvSl-1064-A1-R4_MC01-1g02429	aAutosome	aAutosome	NON	6.24096	5.82275	1.071823451	0.100067287	0.12591	0.03391	0.59591	0.17359	0.21129	MvSl-1064-A2-R4_MC01g02711	0.12591	0.03392	0.59591	0.17361	0.21129	0	0	0.999999527
MvSl-1064-A1-R4_MC01-1g02282	aAutosome	aAutosome	NON	1.83582	2.1714	0.845454545	-0.242200902	0.31703	0.05703	0.59062	0.19547	0.536775	MvSl-1064-A2-R4_MC01g02564	0.31703	0.05705	0.59062	0.19567	0.536775	0	0	0.999999814
MvSl-1064-A1-R4_MC06g07356	aAutosome	aAutosome	NON	3.33732	3.58253	0.931553958	-0.102288759	0.17319	0.02798	0.58824	0.12506	0.294421	MvSl-1064-A2-R4_MC06-2g07621	0.17319	0.02805	0.58824	0.12531	0.294421	0	0	0.99999966
MvSl-1064-A1-R4_MC08g08900	aAutosome	aAutosome	NON	0.513377	0.800131	0.641616185	-0.640217559	0.05497	0.00454	0.58712	0.03754	0.0936265	MvSl-1064-A2-R4_MC08-2g09181	0.05497	0.00454	0.58712	0.03753	0.0936265	0	0	0.999998932
MvSl-1064-A1-R4_MC11g10495	aAutosome	aAutosome	NON	5.5341	5.9674	0.927388813	-0.108753772	0.51343	0.07951	0.57807	0.14451	0.888179	MvSl-1064-A2-R4_MC11g10757	0.51343	0.07957	0.57807	0.14464	0.888179	0	0	0.999999887
MvSl-1064-A1-R4_MC09-2g09028	aAutosome	aAutosome	NON	6.76028	6.61382	1.02214454	0.03159922	0.24979	0.03822	0.57559	0.13761	0.433972	MvSl-1064-A2-R4_MC09g09303	0.24979	0.03812	0.57559	0.13693	0.433972	0	0	0.99999977
MvSl-1064-A1-R4_A1g00441	gPurple	NRR	NON	5.36297	5.28764	1.014246431	0.020408226	0.27641	0.04465	0.75162	0.17551	0.367752	MvSl-1064-A2-R4_A2g00737	0.31429	0.04648	0.57448	0.13472	0.547086	-0.03788	0.17714	0.672201323
MvSl-1064-A1-R4_MC01-1g01767	aAutosome	aAutosome	NON	6.20124	6.05328	1.024442947	0.03483964	0.29506	0.03232	0.56812	0.0856	0.519362	MvSl-1064-A2-R4_MC01g02048	0.29506	0.03232	0.56812	0.08559	0.519362	0	0	0.999999807
