gid	chr	chr1	intronnr	intronmean	introntotal	intronnrdiff	intronmeandiff	introntotaldiff	logFC.A1.A2	FDR.A1.A2	A1_1	A1_2	A2_1	A2_2	DE_status	DE_status2	A1_mean	A2_mean	A2genes	GC0A1	GC0A2	Godiff
MvSl-1064-A1-R4_A1g00112	cGreen	NRR	2	148	296	0	-23	-46	-1.252868453	0.015981452	2.637443386	1.806881504	3.393586075	3.630667327	DE	Down	2.22216	3.51213	MvSl-1064-A2-R4_A2g00122	57.41	57.31	0.1
MvSl-1064-A1-R4_MC02g03471	aAutosome	aAutosome	1	51	51	0	0	0	-1.249068282	0.033203902	2.088049985	2.023513508	2.738415463	3.682918776	DE	Down	2.05578	3.21067	MvSl-1064-A2-R4_MC02g03749	55.64	55.64	0
MvSl-1064-A1-R4_MC06g07420	aAutosome	aAutosome	1	0	0	0	0	0	-1.214775579	0.022592811	1.622954452	2.0596307	2.824636641	3.249177827	DE	Down	1.84129	3.03691	MvSl-1064-A2-R4_MC06-2g07685	56.04	56.04	0
MvSl-1064-A1-R4_MC01-2g03005	aAutosome	aAutosome	6	72.3333	434	0	3.5	21	-1.193137545	4.98E-05	7.023484449	6.629985856	7.757035223	8.263783523	DE	Down	6.82674	8.01041	MvSl-1064-A2-R4_MC01g03287	56.25	56.25	0
MvSl-1064-A1-R4_MC05-3g06790	aAutosome	aAutosome	3	78	234	0	0	0	-1.170169788	0.00032796	4.536775267	4.074351269	5.613509339	5.355366827	DE	Down	4.30556	5.48444	MvSl-1064-A2-R4_MC05g07054	57.04	57.04	0
MvSl-1064-A1-R4_MC09-2g09507	aAutosome	aAutosome	1	0	0	0	0	0	-1.167233689	0.043512298	1.809873885	1.446700478	2.537478262	2.991866349	DE	Down	1.62829	2.76467	MvSl-1064-A2-R4_MC09g09781	48.92	48.92	0
MvSl-1064-A1-R4_MC02g04224	aAutosome	aAutosome	4	134.75	539	0	0	0	-1.165037482	0.013939216	5.019046832	4.056588995	5.367633429	6.09770823	DE	Down	4.53782	5.73267	MvSl-1064-A2-R4_MC02g04502	56.63	56.63	0
MvSl-1064-A1-R4_A1g01432	fBlue	NRR	4	84.25	337	0	0.25	1	-1.159635395	0.001468951	4.397891564	3.737889705	5.349973529	5.164591801	DE	Down	4.06789	5.25728	MvSl-1064-A2-R4_A2g01152	60.32	60.32	0
MvSl-1064-A1-R4_MC05-1g06258	aAutosome	aAutosome	1	0	0	0	0	0	-1.149617132	0.006786283	2.844169972	3.006092953	4.223676497	3.892693591	DE	Down	2.92513	4.05819	MvSl-1064-A2-R4_MC05g06531	59.52	59.52	0
MvSl-1064-A1-R4_A1g00923	faBlack	NRR	1	0	0	0	0	0	-1.149396742	0.006582059	3.367812086	2.849861458	4.237712749	4.306469921	DE	Down	3.10884	4.27209	MvSl-1064-A2-R4_A2g01579	61.86	62.5	-0.64
MvSl-1064-A1-R4_MC10-1g09732	aAutosome	aAutosome	4	167.5	670	0	0	0	-1.143802708	0.001505284	3.866295222	4.104918556	4.830641585	5.377731261	DE	Down	3.98561	5.10419	MvSl-1064-A2-R4_MC10g09999	56.53	56.53	0
MvSl-1064-A1-R4_MC10-2g10125	aAutosome	aAutosome	9	102.667	924	0	0	0	-1.143118874	0.032735877	2.209308876	1.909397736	2.914757103	3.425146417	DE	Down	2.05935	3.16995	MvSl-1064-A2-R4_MC10g10389	51.72	51.72	0
MvSl-1064-A1-R4_MC16g12190	aAutosome	aAutosome	1	0	0	0	0	0	-1.140615839	0.001420173	3.447446227	3.5475465	4.611000573	4.654057909	DE	Down	3.4975	4.63253	MvSl-1064-A2-R4_MC16g12441	55.44	55.44	0
MvSl-1064-A1-R4_MC10-2g09980	aAutosome	aAutosome	1	137	137	0	0	0	-1.133289565	0.007293325	2.896701389	2.742862028	3.865268598	4.020021746	DE	Down	2.81978	3.94265	MvSl-1064-A2-R4_MC10g10244	57.73	57.73	0
MvSl-1064-A1-R4_MC11g10248	aAutosome	aAutosome	6	73.8333	443	0	0	0	-1.123340919	0.00427531	3.080507787	3.267748064	4.289164968	4.296442725	DE	Down	3.17413	4.2928	MvSl-1064-A2-R4_MC11g10509	51.51	51.51	0
MvSl-1064-A1-R4_A1g01347	faBlack	NRR	5	89.4	447	0	0	0	-1.100869854	3.12E-07	6.330273238	6.201345928	7.304682668	7.427044842	DE	Down	6.26581	7.36586	MvSl-1064-A2-R4_A2g01555	57.67	57.63	0.04
MvSl-1064-A1-R4_MC13g11714	aAutosome	aAutosome	1	0	0	0	0	0	-1.092109818	0.003228497	4.338364851	3.945162238	4.967484652	5.474290521	DE	Down	4.14176	5.22089	MvSl-1064-A2-R4_MC13g11975	54.69	54.69	0
MvSl-1064-A1-R4_MC03g04424	aAutosome	aAutosome	6	99.6667	598	0	-5.3333	-32	-1.088173939	0.023782788	2.481087819	2.227783396	3.316327704	3.542917263	DE	Down	2.35444	3.42962	MvSl-1064-A2-R4_MC03g04702	57.86	57.62	0.24
MvSl-1064-A1-R4_MC07g07592	aAutosome	aAutosome	1	83	83	0	0	0	-1.087043471	0.042372202	2.12374771	2.860137558	3.692593143	3.531563499	DE	Down	2.49194	3.61208	MvSl-1064-A2-R4_MC07g07857	56.17	56.17	0
MvSl-1064-A1-R4_MC08g08447	aAutosome	aAutosome	1	0	0	0	0	0	-1.084321148	0.025210135	3.168594275	2.651154226	3.809975079	4.181283103	DE	Down	2.90987	3.99563	MvSl-1064-A2-R4_MC08-1g08712	54.64	54.64	0
MvSl-1064-A1-R4_MC14g11772	aAutosome	aAutosome	1	0	0	0	0	0	-1.075775843	0.033094562	2.947387042	2.305039023	3.630114904	3.815217631	DE	Down	2.62621	3.72267	MvSl-1064-A2-R4_MC14g12033	59.49	59.49	0
MvSl-1064-A1-R4_MC10-2g09962	aAutosome	aAutosome	1	0	0	0	0	0	-1.072937075	0.029245966	2.242161338	2.349481544	3.21354636	3.485233248	DE	Down	2.29582	3.34939	MvSl-1064-A2-R4_MC10g10226	53.4	53.4	0
MvSl-1064-A1-R4_MC09-2g09545	aAutosome	aAutosome	2	85.5	171	0	0	0	-1.064109719	0.000135231	4.903141546	4.701509169	5.744620797	5.980476576	DE	Down	4.80233	5.86255	MvSl-1064-A2-R4_MC09g09819	53.51	53.51	0
MvSl-1064-A1-R4_MC09-2g09506	aAutosome	aAutosome	1	80	80	0	0	0	-1.051476241	0.027960175	2.778498282	2.880472747	3.619433654	4.087480019	DE	Down	2.82949	3.85346	MvSl-1064-A2-R4_MC09g09780	54.4	54.4	0
MvSl-1064-A1-R4_MC03g04831	aAutosome	aAutosome	1	124	124	0	0	0	-1.046417871	0.020383636	2.80072266	3.113078336	4.086926405	3.914710726	DE	Down	2.9569	4.00082	MvSl-1064-A2-R4_MC03g05109	54.12	54.12	0
MvSl-1064-A1-R4_A1g00718	faBlack	NRR	2	71.5	143	0	0.5	1	-1.039972343	0.002297712	4.440978238	4.779377251	5.879425609	5.39506329	DE	Down	4.61018	5.63724	MvSl-1064-A2-R4_A2g00298	57.85	58.13	-0.28
MvSl-1064-A1-R4_MC08g08762	aAutosome	aAutosome	1	43	43	0	0	0	-1.025931299	5.36E-05	5.42884241	5.349013161	6.252122332	6.559114882	DE	Down	5.38893	6.40562	MvSl-1064-A2-R4_MC08-2g09043	55.75	55.75	0
MvSl-1064-A1-R4_MC01-1g02769	aAutosome	aAutosome	1	88	88	0	0	0	-1.02544667	0.013116405	3.426160092	3.371962378	4.255068177	4.564980436	DE	Down	3.39906	4.41002	MvSl-1064-A2-R4_MC01g03051	57.05	57.05	0
MvSl-1064-A1-R4_MC08g08498	aAutosome	aAutosome	6	140.333	842	0	0	0	-1.020494813	0.018510693	8.087358237	8.54939151	9.595223075	9.071738434	DE	Down	8.31837	9.33348	MvSl-1064-A2-R4_MC08-1g08763	56.57	56.57	0
MvSl-1064-A1-R4_MC02g03327	aAutosome	aAutosome	3	107	321	0	0	0	-1.013847502	0.013259891	3.87679399	4.60704544	5.149261046	5.433696671	DE	Down	4.24192	5.29148	MvSl-1064-A2-R4_MC02g03607	54.27	54.27	0
MvSl-1064-A1-R4_MC02g03352	aAutosome	aAutosome	4	89.5	358	0	0	0	-1.013747337	6.90E-06	6.416452992	6.562367335	7.510903659	7.497668739	DE	Down	6.48941	7.50429	MvSl-1064-A2-R4_MC02g03632	57.84	57.84	0
MvSl-1064-A1-R4_MC14g11962	aAutosome	aAutosome	3	121	363	0	0	0	-1.007363758	0.021920434	3.588254691	3.188412851	4.24815104	4.542531543	DE	Down	3.38833	4.39534	MvSl-1064-A2-R4_MC14g12223	57.45	57.45	0
MvSl-1064-A1-R4_MC04-1g05592	aAutosome	aAutosome	3	112	336	0	0	0	-0.996261031	0.002778796	4.081268173	4.240891765	5.278787409	5.021774794	DE	Down	4.16108	5.15028	MvSl-1064-A2-R4_MC04-1g05868	56.23	56.23	0
MvSl-1064-A1-R4_MC11g10369	aAutosome	aAutosome	3	78	234	0	0	0	-0.994440395	0.00609893	4.92353937	4.260419934	5.526142138	5.710355326	DE	Down	4.59198	5.61825	MvSl-1064-A2-R4_MC11g10631	58.77	58.77	0
MvSl-1064-A1-R4_MC04-1g05308	aAutosome	aAutosome	1	79	79	0	0	0	-0.991807878	0.008948092	3.594628929	3.850408806	4.785967965	4.640909811	DE	Down	3.72252	4.71344	MvSl-1064-A2-R4_MC04-1g05585	50.43	50.43	0
MvSl-1064-A1-R4_MC02g03205	aAutosome	aAutosome	3	118.667	356	0	0	0	-0.991156642	0.000298136	5.513697415	5.688746164	6.345818434	6.805260514	DE	Down	5.60122	6.57554	MvSl-1064-A2-R4_MC02g03485	55.01	55.01	0
MvSl-1064-A1-R4_MC10-1g09727	aAutosome	aAutosome	1	0	0	0	0	0	-0.974000633	0.00138934	4.66345529	4.449232089	5.520412246	5.542338644	DE	Down	4.55634	5.53138	MvSl-1064-A2-R4_MC10g09994	57.66	57.66	0
MvSl-1064-A1-R4_MC04-1g05677	aAutosome	aAutosome	1	0	0	0	0	0	-0.973365372	0.022436239	4.791048304	4.962211066	5.318951452	6.237909375	DE	Down	4.87663	5.77843	MvSl-1064-A2-R4_MC04-1g05953	58.62	58.62	0
MvSl-1064-A1-R4_MC12g10792	aAutosome	aAutosome	2	174	348	0	0	0	-0.968515183	0.007213455	8.088205497	8.337967633	9.281853781	9.085027237	DE	Down	8.21309	9.18344	MvSl-1064-A2-R4_MC12g11055	54.98	54.98	0
MvSl-1064-A1-R4_MC01-1g02764	aAutosome	aAutosome	12	124.333	1492	0	0	0	-0.967982214	0.00142774	7.64559789	7.456760883	8.383904686	8.647819921	DE	Down	7.55118	8.51586	MvSl-1064-A2-R4_MC01g03046	56.11	56.11	0
MvSl-1064-A1-R4_MC14g11916	aAutosome	aAutosome	10	108.8	1088	0	0	0	-0.960056913	0.005375297	4.372150305	4.313733099	5.47225165	5.104559663	DE	Down	4.34294	5.28841	MvSl-1064-A2-R4_MC14g12177	55.26	55.26	0
MvSl-1064-A1-R4_MC13g11325	aAutosome	aAutosome	3	146.333	439	0	0	0	-0.951850955	0.004844091	4.455059175	4.252640358	5.169538521	5.430643788	DE	Down	4.35385	5.30009	MvSl-1064-A2-R4_MC13g11586	51.39	51.39	0
MvSl-1064-A1-R4_MC05-2g06481	aAutosome	aAutosome	2	219	438	0	0	0	-0.948524294	0.017549479	4.35347837	3.964341312	4.851329455	5.340804427	DE	Down	4.15891	5.09607	MvSl-1064-A2-R4_MC05g06755	57.58	57.58	0
MvSl-1064-A1-R4_MC02g03288	aAutosome	aAutosome	6	137.333	824	0	0	0	-0.937752502	0.03192369	3.283524154	3.428299003	4.166124668	4.403085649	DE	Down	3.35591	4.28461	MvSl-1064-A2-R4_MC02g03568	59.17	59.17	0
MvSl-1064-A1-R4_A1g01376	faBlack	NRR	11	71.8182	790	-1	-27.5151	-402	-0.9329166	0.000400138	6.473768671	6.280948513	7.075756604	7.516148189	DE	Down	6.37736	7.29595	MvSl-1064-A2-R4_A2g00418	53.82	54.41	-0.59
MvSl-1064-A1-R4_MC10-2g10108	aAutosome	aAutosome	2	91.5	183	0	0	0	-0.909026835	0.015761008	4.55976259	4.482871193	5.126810192	5.677251	DE	Down	4.52132	5.40203	MvSl-1064-A2-R4_MC10g10372	56.73	56.73	0
MvSl-1064-A1-R4_MC01-2g03070	aAutosome	aAutosome	3	76	228	0	0	0	-0.907754983	0.023198243	3.638477024	3.875953499	4.648258396	4.682568732	DE	Down	3.75722	4.66541	MvSl-1064-A2-R4_MC01g03352	52.87	52.87	0
MvSl-1064-A1-R4_MC13g11584	aAutosome	aAutosome	8	84.5	676	0	0	0	-0.897711895	0.024514982	3.722366944	4.151681442	4.84675772	4.847312642	DE	Down	3.93702	4.84704	MvSl-1064-A2-R4_MC13g11845	56.27	56.27	0
MvSl-1064-A1-R4_MC10-2g10116	aAutosome	aAutosome	7	100.286	702	0	0	0	-0.891002969	0.008919881	4.92353937	5.464645585	6.257299048	5.94347251	DE	Down	5.19409	6.10039	MvSl-1064-A2-R4_MC10g10380	53.07	53.07	0
MvSl-1064-A1-R4_MC11g10175	aAutosome	aAutosome	1	0	0	0	0	0	-0.885826768	0.026956357	3.977782082	3.715425574	4.76915419	4.697885833	DE	Down	3.8466	4.73352	MvSl-1064-A2-R4_MC11g10434	52.11	52.11	0
MvSl-1064-A1-R4_MC03g04760	aAutosome	aAutosome	1	446	446	0	1	1	-0.875667489	0.022592811	3.902711439	4.23695421	5.049345715	4.847312642	DE	Down	4.06983	4.94833	MvSl-1064-A2-R4_MC03g05038	56.9	56.9	0
MvSl-1064-A1-R4_MC06g07527	aAutosome	aAutosome	2	119	238	0	0	0	-0.873800661	0.031917205	5.033194886	5.767287674	6.543099576	6.053739179	DE	Down	5.40024	6.29842	MvSl-1064-A2-R4_MC06-2g07792	57.16	57.16	0
MvSl-1064-A1-R4_A1g00970	faBlack	NRR	3	71.3333	214	0	0	0	-0.873348638	0.00037769	6.108808766	6.446948713	7.149069961	7.171736128	DE	Down	6.27788	7.1604	MvSl-1064-A2-R4_A2g01287	56.33	56.05	0.28
MvSl-1064-A1-R4_MC14g11775	aAutosome	aAutosome	3	97.6667	293	0	0	0	-0.87259249	0.024514982	4.345941401	4.029528692	4.869472887	5.238028487	DE	Down	4.18774	5.05375	MvSl-1064-A2-R4_MC14g12036	57.08	57.08	0
MvSl-1064-A1-R4_A1g00246	faBlack	NRR	2	173	346	0	3	6	-0.870177676	0.00016678	5.890461818	5.808994983	6.688152922	6.749999634	DE	Down	5.84973	6.71908	MvSl-1064-A2-R4_A2g00241	56.33	56.04	0.29
MvSl-1064-A1-R4_MC02g03515	aAutosome	aAutosome	1	45	45	0	0	0	-0.867009653	0.012645902	4.139102481	4.233005878	4.994602318	5.104559663	DE	Down	4.18605	5.04958	MvSl-1064-A2-R4_MC02g03793	58.08	58.08	0
MvSl-1064-A1-R4_MC10-2g10050	aAutosome	aAutosome	1	164	164	0	0	0	-0.855587675	0.002997146	6.976667507	6.580348545	7.709669991	7.581606331	DE	Down	6.77851	7.64564	MvSl-1064-A2-R4_MC10g10314	59.28	59.28	0
MvSl-1064-A1-R4_MC02g03617	aAutosome	aAutosome	2	149	298	0	0	0	-0.849481762	0.011494197	4.80485853	4.729804104	5.783413822	5.424518572	DE	Down	4.76733	5.60397	MvSl-1064-A2-R4_MC02g03895	55.07	55.07	0
MvSl-1064-A1-R4_MC01-2g03146	aAutosome	aAutosome	1	383	383	0	0	0	-0.8464695	0.007674289	5.474488207	5.139301495	5.983048676	6.320219372	DE	Down	5.30689	6.15163	MvSl-1064-A2-R4_MC01g03426	52.78	52.78	0
MvSl-1064-A1-R4_MC10-2g09942	aAutosome	aAutosome	4	69	276	0	-11	-44	-0.840044849	0.004125689	6.328362172	6.478974451	6.956699195	7.48521628	DE	Down	6.40367	7.22096	MvSl-1064-A2-R4_MC10g10206	59.84	60.24	-0.4
MvSl-1064-A1-R4_MC01-1g02779	aAutosome	aAutosome	3	105	315	0	0	0	-0.828548762	0.002607041	5.306038384	5.44771024	6.209135778	6.202550388	DE	Down	5.37687	6.20584	MvSl-1064-A2-R4_MC01g03061	51.99	51.99	0
MvSl-1064-A1-R4_A1g00073	bPAR	bPAR	3	107.667	323	0	0	0	-0.80991947	0.049762042	4.832088603	4.317466843	5.54883681	5.244996893	DE	Down	4.57478	5.39692	MvSl-1064-A2-R4_A2g00073	56.83	56.83	0
MvSl-1064-A1-R4_MC01-1g01829	aAutosome	aAutosome	2	49.5	99	0	0	0	-0.804351667	0.035703502	4.19050539	4.213100491	4.858160009	5.13488796	DE	Down	4.2018	4.99652	MvSl-1064-A2-R4_MC01g02110	53.18	53.18	0
MvSl-1064-A1-R4_MC02g03229	aAutosome	aAutosome	11	88.9091	978	0	0	0	-0.801401632	0.035297845	4.231984962	4.268157786	4.898477816	5.184664114	DE	Down	4.25007	5.04157	MvSl-1064-A2-R4_MC02g03509	55.43	55.43	0
MvSl-1064-A1-R4_MC06g06943	aAutosome	aAutosome	7	98	686	0	0	0	-0.800764683	0.015981452	5.300200125	5.658154565	6.481764677	6.068544923	DE	Down	5.47918	6.27515	MvSl-1064-A2-R4_MC06-1g07206	55.68	55.68	0
MvSl-1064-A1-R4_MC08g08472	aAutosome	aAutosome	1	198	198	0	0	0	-0.799902044	0.01066119	5.603351594	5.246985895	6.092332419	6.364085109	DE	Down	5.42517	6.22821	MvSl-1064-A2-R4_MC08-1g08737	58.8	58.8	0
MvSl-1064-A1-R4_MC08g08445	aAutosome	aAutosome	8	178.75	1430	0	-5.25	-42	-0.798314109	0.011293116	4.799350293	4.966973275	5.695886481	5.668206965	DE	Down	4.88316	5.68205	MvSl-1064-A2-R4_MC08-1g08710	55.28	55.19	0.09
MvSl-1064-A1-R4_MC01-1g02763	aAutosome	aAutosome	6	114.833	689	0	0	0	-0.786327856	0.047948612	8.315275809	8.292689306	9.197629505	8.974074915	DE	Down	8.30398	9.08585	MvSl-1064-A2-R4_MC01g03045	58.07	58.07	0
MvSl-1064-A1-R4_A1g00854	gPurple	NRR	8	97.125	777	-1	-2.0972	-116	-0.781634241	0.016791104	7.634040342	7.373125538	8.393536269	8.180136941	DE	Down	7.50358	8.28684	MvSl-1064-A2-R4_A2g01111	56.94	57.07	-0.13
MvSl-1064-A1-R4_MC07g07612	aAutosome	aAutosome	2	197	394	0	0	0	-0.77959921	0.037765507	6.306201003	6.790379898	7.618408607	7.013938306	DE	Down	6.54829	7.31617	MvSl-1064-A2-R4_MC07g07877	58.74	58.74	0
MvSl-1064-A1-R4_MC02g04208	aAutosome	aAutosome	1	79	79	0	0	0	-0.779442813	0.037765507	4.368435201	4.275854357	4.988389483	5.202672455	DE	Down	4.32214	5.09553	MvSl-1064-A2-R4_MC02g04486	53.48	53.48	0
MvSl-1064-A1-R4_MC10-2g10037	aAutosome	aAutosome	1	0	0	0	0	0	-0.772699484	0.005375297	5.843062519	5.588787667	6.394400298	6.585432857	DE	Down	5.71593	6.48992	MvSl-1064-A2-R4_MC10g10301	62.02	62.02	0
MvSl-1064-A1-R4_MC02g04207	aAutosome	aAutosome	1	44	44	0	0	0	-0.768739149	0.035386958	5.460596539	5.367140126	5.854592536	6.448762014	DE	Down	5.41387	6.15168	MvSl-1064-A2-R4_MC02g04485	53.19	53.19	0
MvSl-1064-A1-R4_MC03g05112	aAutosome	aAutosome	4	69.75	279	0	0	0	-0.765743954	0.008537426	5.21588224	5.225287675	6.011921333	5.957327915	DE	Down	5.22058	5.98462	MvSl-1064-A2-R4_MC03g05389	59.74	59.74	0
MvSl-1064-A1-R4_MC13g11692	aAutosome	aAutosome	5	106.2	531	0	0	0	-0.758477434	0.029220739	4.75451051	4.921084758	5.470766842	5.712870625	DE	Down	4.8378	5.59182	MvSl-1064-A2-R4_MC13g11953	54.88	54.88	0
MvSl-1064-A1-R4_MC04-1g05942	aAutosome	aAutosome	6	127.833	767	0	0	0	-0.753476185	0.007859712	5.74475322	5.479719263	6.43608314	6.301958598	DE	Down	5.61224	6.36902	MvSl-1064-A2-R4_MC04-1g06218	58.73	58.73	0
MvSl-1064-A1-R4_MC12g11020	aAutosome	aAutosome	3	59.3333	178	0	0	0	-0.751989496	0.00585468	6.043910657	6.349109991	6.920719057	6.990288188	DE	Down	6.19651	6.9555	MvSl-1064-A2-R4_MC12g11283	60.37	60.37	0
MvSl-1064-A1-R4_MC10-2g09873	aAutosome	aAutosome	1	47	47	0	0	0	-0.742634868	0.024514982	5.095198299	5.23913334	5.707279863	6.088052482	DE	Down	5.16717	5.89767	MvSl-1064-A2-R4_MC10g10137	60.16	60.16	0
MvSl-1064-A1-R4_MC05-3g06591	aAutosome	aAutosome	11	95.3636	1049	-1	14.5303	79	-0.741328641	0.004499879	5.67878711	5.786272672	6.472149817	6.475671266	DE	Down	5.73253	6.47391	MvSl-1064-A2-R4_MC05g06854	56.5	56.56	-0.06
MvSl-1064-A1-R4_MC01-1g01957	aAutosome	aAutosome	3	178	534	0	0	0	-0.738982325	0.013856551	6.630102205	6.387802672	7.022024983	7.450972341	DE	Down	6.50895	7.2365	MvSl-1064-A2-R4_MC01g02238	56.35	56.35	0
MvSl-1064-A1-R4_MC03g05077	aAutosome	aAutosome	1	0	0	0	0	0	-0.717885807	0.048279939	6.377245237	5.990675479	6.6234747	7.155647979	DE	Down	6.18396	6.88956	MvSl-1064-A2-R4_MC03g05354	54.06	54.06	0
MvSl-1064-A1-R4_MC03g04423	aAutosome	aAutosome	2	210	420	0	0	0	-0.717472941	0.014443385	6.973613967	7.149453936	7.770675288	7.791899315	DE	Down	7.06153	7.78129	MvSl-1064-A2-R4_MC03g04701	56.91	56.91	0
MvSl-1064-A1-R4_MC01-1g02545	aAutosome	aAutosome	10	83	830	0	0	0	-0.712922212	0.046847693	5.056470953	4.773952496	5.567016926	5.696442243	DE	Down	4.91521	5.63173	MvSl-1064-A2-R4_MC01g02827	54.78	54.78	0
MvSl-1064-A1-R4_MC07g07597	aAutosome	aAutosome	8	79.875	639	0	0	0	-0.703489723	0.048251801	6.84918491	7.267551471	7.913595183	7.625321172	DE	Down	7.05837	7.76946	MvSl-1064-A2-R4_MC07g07862	55.09	55.09	0
MvSl-1064-A1-R4_MC11g10335	aAutosome	aAutosome	2	60.5	121	0	0	0	-0.695343065	0.03036358	6.958248561	6.566295403	7.373043845	7.561511489	DE	Down	6.76227	7.46728	MvSl-1064-A2-R4_MC11g10596	53.66	53.66	0
MvSl-1064-A1-R4_MC11g10517	aAutosome	aAutosome	4	77	308	0	0	0	-0.691713662	0.016134397	6.589190525	6.195270961	7.064480272	7.128115119	DE	Down	6.39223	7.0963	MvSl-1064-A2-R4_MC11g10779	55.68	55.68	0
MvSl-1064-A1-R4_MC13g11443	aAutosome	aAutosome	1	71	71	0	0	0	-0.684927694	0.039629518	6.873634229	6.627732107	7.217952452	7.632978036	DE	Down	6.75068	7.42547	MvSl-1064-A2-R4_MC13g11704	59.19	59.19	0
MvSl-1064-A1-R4_MC01-1g02628	aAutosome	aAutosome	1	0	0	0	0	0	-0.682538115	0.032703498	7.250355597	7.157808649	7.734939278	8.024573012	DE	Down	7.20408	7.87976	MvSl-1064-A2-R4_MC01g02910	56.83	56.83	0
MvSl-1064-A1-R4_MC10-1g09809	aAutosome	aAutosome	2	59	118	0	0	0	-0.667180083	0.041086806	5.4813842	5.317664779	5.985130281	6.145971743	DE	Down	5.39952	6.06555	MvSl-1064-A2-R4_MC10g10076	59.45	59.45	0
MvSl-1064-A1-R4_A1g00241	faBlack	NRR	1	0	0	0	0	0	-0.662073361	0.031128913	7.209927458	7.202409537	7.936096926	7.79635333	DE	Down	7.20617	7.86623	MvSl-1064-A2-R4_A2g00643	61	61.71	-0.71
MvSl-1064-A1-R4_MC09-2g09527	aAutosome	aAutosome	4	80.75	323	0	0	0	-0.65887378	0.029657375	6.149425003	5.990675479	6.557160103	6.884932691	DE	Down	6.07005	6.72105	MvSl-1064-A2-R4_MC09g09801	51.22	51.22	0
MvSl-1064-A1-R4_MC04-1g05493	aAutosome	aAutosome	2	67.5	135	0	0	0	-0.648329768	0.03475094	6.11879414	5.760446313	6.540978628	6.653135391	DE	Down	5.93962	6.59706	MvSl-1064-A2-R4_MC04-1g05770	51.46	51.46	0
MvSl-1064-A1-R4_MC04-1g05323	aAutosome	aAutosome	3	89.3333	268	0	0	0	-0.644210349	0.033530429	6.622324152	6.895908195	7.446266518	7.37161185	DE	Down	6.75912	7.40894	MvSl-1064-A2-R4_MC04-1g05600	56.56	56.56	0
MvSl-1064-A1-R4_A1g00648	faBlack	NRR	3	109.667	329	0	0	0	-0.64351508	0.018362123	6.127612378	6.074702649	6.727229898	6.760979396	DE	Down	6.10116	6.7441	MvSl-1064-A2-R4_A2g00314	56.79	57.11	-0.32
MvSl-1064-A1-R4_A1g00242	faBlack	NRR	4	84.25	337	0	-0.25	-1	-0.639026403	0.049737443	5.346257751	5.199216356	5.966286817	5.856286507	DE	Down	5.27274	5.91129	MvSl-1064-A2-R4_A2g00644	53.99	53.47	0.52
MvSl-1064-A1-R4_MC14g11805	aAutosome	aAutosome	7	92.5714	648	0	0	0	-0.620472464	0.040605747	5.798201205	5.653730898	6.345818434	6.34880249	DE	Down	5.72597	6.34731	MvSl-1064-A2-R4_MC14g12066	58.35	58.35	0
MvSl-1064-A1-R4_MC13g11616	aAutosome	aAutosome	7	100.429	703	0	0	0	-0.579929401	0.048279939	6.553643075	6.416808837	6.978804756	7.148697756	DE	Down	6.48523	7.06375	MvSl-1064-A2-R4_MC13g11877	54.89	54.89	0
MvSl-1064-A1-R4_MC10-2g10026	aAutosome	aAutosome	5	185.6	928	0	0	0	0.610271596	0.029068983	7.067111814	7.238305602	6.552254491	6.538702064	DE	Up	7.15271	6.54548	MvSl-1064-A2-R4_MC10g10290	54.38	54.38	0
MvSl-1064-A1-R4_MC01-1g01952	aAutosome	aAutosome	2	185	370	0	0	0	0.612699943	0.042372202	7.38882989	7.455490679	6.885491192	6.730891925	DE	Up	7.42216	6.80819	MvSl-1064-A2-R4_MC01g02233	57.24	57.24	0
MvSl-1064-A1-R4_MC04-1g05373	aAutosome	aAutosome	9	110.444	994	0	0	0	0.623684677	0.0439488	6.350188067	6.668501609	5.930007795	5.859695425	DE	Up	6.50934	5.89485	MvSl-1064-A2-R4_MC04-1g05650	56.41	56.41	0
MvSl-1064-A1-R4_A1g01137	faBlack	NRR	6	77.5	465	0	1.6667	10	0.63619117	0.022326854	6.923857339	6.900893984	6.241712839	6.311117877	DE	Up	6.91238	6.27642	MvSl-1064-A2-R4_A2g00825	54.92	54.85	0.07
MvSl-1064-A1-R4_A1g00165	faBlack	NRR	6	82.8333	497	0	-2.5	-15	0.648642332	0.039964658	7.957064013	7.808769028	7.223253013	7.249591	DE	Up	7.88292	7.23642	MvSl-1064-A2-R4_A2g00290	55.58	55.51	0.07
MvSl-1064-A1-R4_MC04-1g05441	aAutosome	aAutosome	8	70.75	566	0	0	0	0.664901011	0.031917205	7.715624792	7.707832763	6.92614653	7.158879993	DE	Up	7.71173	7.04251	MvSl-1064-A2-R4_MC04-1g05718	55.54	55.54	0
MvSl-1064-A1-R4_MC05-1g06149	aAutosome	aAutosome	6	79.8333	479	0	0	0	0.680708917	0.029974697	6.792783504	7.181050155	6.449714024	6.177273138	DE	Up	6.98692	6.31349	MvSl-1064-A2-R4_MC05g06421	55.54	55.54	0
MvSl-1064-A1-R4_MC09-2g09340	aAutosome	aAutosome	5	80.8	404	0	0	0	0.703577393	0.025131742	7.604734789	7.940506709	7.120000696	7.037206973	DE	Up	7.77262	7.0786	MvSl-1064-A2-R4_MC09g09614	57.72	57.72	0
