a2	GC3a2	A1gene	GC3a1	GC3diff	chr	chr1	intronnr	intronmean	introntotal	intronnrdiff	intronmeandiff	introntotaldiff	logFC.A1.A2	FDR.A1.A2	A1_1	A1_2	A2_1	A2_2	DE_status	DE_status2	A1_mean	A2_mean	GC0A1	GC0A2	Godiff
MvSl-1064-A2-R4_A2g00290	65.19	MvSl-1064-A1-R4_A1g00165	65.51	0.32	faBlack	NRR	6	82.8333	497	0	-2.5	-15	0.648642332	0.039964658	7.957064013	7.808769028	7.223253013	7.249591	DE	Up	7.88292	7.23642	55.58	55.51	0.07
MvSl-1064-A2-R4_A2g00295	57.71	MvSl-1064-A1-R4_A1g00481	54.64	-3.07	faBlack	NRR	2	49.5	99	0	-16	-32	-0.001846554	0.999958419	3.259655387	3.02448392	3.192081253	3.103427543	NON	NON	3.14207	3.14775	50.27	51.81	-1.54
MvSl-1064-A2-R4_A2g00298	70.72	MvSl-1064-A1-R4_A1g00718	69.85	-0.87	faBlack	NRR	2	71.5	143	0	0.5	1	-1.039972343	0.002297712	4.440978238	4.779377251	5.879425609	5.39506329	DE	Down	4.61018	5.63724	57.85	58.13	-0.28
MvSl-1064-A2-R4_A2g00300	64.79	MvSl-1064-A1-R4_A1g00254	64.14	-0.65	faBlack	NRR	3	73	219	0	0.3333	1	1.93412253	2.82E-10	5.604931189	5.266432301	3.255541595	3.74322064	DE	Up	5.43568	3.49938	56.25	56.45	-0.2
MvSl-1064-A2-R4_A2g00301	82.99	MvSl-1064-A1-R4_A1g00359	83.28	0.29	faBlack	NRR	8	125.375	1003	0	0.125	1	0.268073831	0.945084766	8.648121944	8.839136468	8.708231463	8.205811008	NON	NON	8.74363	8.45702	59.82	59.73	0.09
MvSl-1064-A2-R4_A2g00303	64.65	MvSl-1064-A1-R4_A1g00281	63.25	-1.4	faBlack	NRR	9	77	693	1	7.875	140	-0.066072746	0.999958419	6.469439715	6.272317599	6.266741717	6.595009196	NON	NON	6.37088	6.43088	56.93	57.16	-0.23
MvSl-1064-A2-R4_A2g00304	67.85	MvSl-1064-A1-R4_A1g00280	68.32	0.47	faBlack	NRR	9	70	630	0	0	0	-0.225684153	0.934316152	7.735229728	7.778613319	8.056302123	7.905106863	NON	NON	7.75692	7.9807	55.45	55.34	0.11
MvSl-1064-A2-R4_A2g00314	59.09	MvSl-1064-A1-R4_A1g00648	59.05	-0.04	faBlack	NRR	3	109.667	329	0	0	0	-0.64351508	0.018362123	6.127612378	6.074702649	6.727229898	6.760979396	DE	Down	6.10116	6.7441	56.79	57.11	-0.32
MvSl-1064-A2-R4_A2g00319	65.8	MvSl-1064-A1-R4_A1g00492	65.09	-0.71	faBlack	NRR	1	52	52	0	52	52	0.443340488	0.817155424	4.654330679	4.544702006	3.536699421	4.592559074	NON	NON	4.59952	4.06463	55.32	55.7	-0.38
MvSl-1064-A2-R4_A2g00328	56.23	MvSl-1064-A1-R4_A1g00778	55.92	-0.31	faBlack	NRR	7	76.8571	538	0	-0.2858	-2	-0.38590473	0.755032353	4.905707101	4.268157786	5.023246946	4.988944583	NON	NON	4.58693	5.0061	55.19	55.1	0.09
MvSl-1064-A2-R4_A2g00329	65.9	MvSl-1064-A1-R4_A1g00779	65.12	-0.78	faBlack	NRR	10	96	960	0	0.8	8	-0.654128401	0.071464035	7.737031596	7.61645047	8.262368925	8.398201136	NON	NON	7.67674	8.33029	55.6	55.3	0.3
MvSl-1064-A2-R4_A2g00349	51.11	MvSl-1064-A1-R4_A1g01282	50.67	-0.44	faBlack	NRR	3	115	345	0	0.667	2	-6.176567113	4.94E-28	-1.958076874	-2.317137056	3.322926294	3.323477676	DE	Down	-2.13761	3.3232	52.15	52.3	-0.15
MvSl-1064-A2-R4_A2g00351	61.31	MvSl-1064-A1-R4_A1g00869	61.31	0	faBlack	NRR	10	84.8	848	0	0.8	8	0.783136283	0.200107177	9.206225248	9.916421617	8.998979411	8.619277507	NON	NON	9.56132	8.80913	54.32	54.26	0.06
MvSl-1064-A2-R4_A2g00365	69.03	MvSl-1064-A1-R4_A1g00405	68.85	-0.18	dRed	NRR	5	80.2	401	0	0	0	0.555792081	0.420355691	4.60150527	5.233215747	4.45153059	4.342651316	NON	NON	4.91736	4.39709	57.56	57.68	-0.12
MvSl-1064-A2-R4_A2g00366	66.04	MvSl-1064-A1-R4_A1g00404	66.29	0.25	dRed	NRR	5	70.4	352	0	0	0	-0.312501154	0.93976694	3.291393454	3.212674829	3.614063227	3.508584345	NON	NON	3.25203	3.56132	52.81	52.58	0.23
MvSl-1064-A2-R4_A2g00367	69.84	MvSl-1064-A1-R4_A1g00403	69.62	-0.22	dRed	NRR	7	66.7143	467	0	0	0	0.477123411	0.160255471	6.876906639	7.009324041	6.516720736	6.417491305	NON	NON	6.94312	6.46711	55.5	55.57	-0.07
MvSl-1064-A2-R4_A2g00368	68.91	MvSl-1064-A1-R4_A1g00402	68.55	-0.36	dRed	NRR	3	82.3333	247	-1	2.5833	-72	0.029052116	0.999958419	7.878268218	7.89750121	7.846482773	7.871166971	NON	NON	7.88788	7.85882	61.43	61.64	-0.21
MvSl-1064-A2-R4_A2g00369	67.37	MvSl-1064-A1-R4_A1g00401	67.47	0.1	dRed	NRR	4	93.5	374	0	0	0	0.358466712	0.881451766	7.040510489	7.887802686	7.513790395	6.710269471	NON	NON	7.46416	7.11203	61.24	61.23	0.01
MvSl-1064-A2-R4_A2g00370	58.25	MvSl-1064-A1-R4_A1g00400	57.99	-0.26	dRed	NRR	7	91.2857	639	0	0.4286	3	1.072020036	0.006615846	5.342475281	5.06128654	3.752477599	4.446050251	DE	Up	5.20188	4.09926	54.31	54.23	0.08
MvSl-1064-A2-R4_A2g00371	82.61	MvSl-1064-A1-R4_A1g00399	82.61	0	dRed	NRR	2	74.5	149	0	0	0	-0.035908126	0.999958419	7.590055114	8.224726896	8.283877811	7.589155887	NON	NON	7.90739	7.93652	59.63	59.63	0
MvSl-1064-A2-R4_A2g00372	81.45	MvSl-1064-A1-R4_A1g00398	81.45	0	dRed	NRR	4	183.75	735	0	0	0	0.150737593	0.999958419	8.035297067	8.206469103	8.073034524	7.864960773	NON	NON	8.12088	7.969	63.98	63.98	0
MvSl-1064-A2-R4_A2g00373	74.4	MvSl-1064-A1-R4_A1g00397	74.4	0	dRed	NRR	3	121	363	0	0.333	1	0.122156205	0.999958419	8.95739907	9.450326225	9.265890055	8.918634467	NON	NON	9.20386	9.09226	58.93	58.93	0
MvSl-1064-A2-R4_A2g00374	73.81	MvSl-1064-A1-R4_A1g00396	73.81	0	dRed	NRR	5	83.6	418	0	0	0	0.170097067	0.999958419	7.515169248	7.768760649	7.587914666	7.358017022	NON	NON	7.64196	7.47297	58.05	58.16	-0.11
MvSl-1064-A2-R4_A2g00375	66.86	MvSl-1064-A1-R4_A1g00395	66.86	0	dRed	NRR	9	73.2222	659	0	0	0	0.272243153	0.859012644	8.366693261	8.254246518	8.035863256	8.042931881	NON	NON	8.31047	8.0394	54.94	54.94	0
MvSl-1064-A2-R4_A2g00376	73.91	MvSl-1064-A1-R4_A1g00394	73.91	0	dRed	NRR	3	108.333	325	0	0	0	0.026695248	0.999958419	6.02161258	6.54972516	6.470664903	6.067562587	NON	NON	6.28567	6.26911	56.23	56.23	0
MvSl-1064-A2-R4_A2g00379	73.42	MvSl-1064-A1-R4_A1g00391	73.51	0.09	dRed	NRR	6	102.5	615	1	-2.3	91	-0.025817744	0.999958419	7.025844849	6.926179171	7.02354487	6.98144887	NON	NON	6.97601	7.0025	59.14	59.05	0.09
MvSl-1064-A2-R4_A2g00380	66.93	MvSl-1064-A1-R4_A1g00390	66.67	-0.26	dRed	NRR	1	280	280	0	-3	-3	0.02557557	0.999958419	5.173930263	5.011447076	5.045361122	5.09302014	NON	NON	5.09269	5.06919	60.05	59.88	0.17
MvSl-1064-A2-R4_A2g00393	73.97	MvSl-1064-A1-R4_A1g00380	72.6	-1.37	dRed	NRR	2	210.5	421	0	0	0	0.520490676	0.109693542	6.548727117	6.642691022	6.017016906	6.133821766	NON	NON	6.59571	6.07542	52.05	51.6	0.45
MvSl-1064-A2-R4_A2g00394	49.12	MvSl-1064-A1-R4_A1g00379	49.12	0	dRed	NRR	1	0	0	0	0	0	1.171757232	0.233035894	1.048338907	0.623448787	-0.271882018	-0.19395951	NON	NON	0.835894	-0.232921	51.46	50.29	1.17
MvSl-1064-A2-R4_A2g00403	68.97	MvSl-1064-A1-R4_A1g01189	68.68	-0.29	faBlack	NRR	2	79	158	0	-2	-4	-0.517444208	0.180638942	7.009240373	6.614135171	7.332335288	7.351978335	NON	NON	6.81169	7.34216	59	58.91	0.09
MvSl-1064-A2-R4_A2g00418	56.24	MvSl-1064-A1-R4_A1g01376	58.86	2.62	faBlack	NRR	11	71.8182	790	-1	-27.5151	-402	-0.9329166	0.000400138	6.473768671	6.280948513	7.075756604	7.516148189	DE	Down	6.37736	7.29595	53.82	54.41	-0.59
MvSl-1064-A2-R4_A2g00431	65.12	MvSl-1064-A1-R4_A1g00624	63.81	-1.31	gPurple	NRR	7	107.286	751	0	8.286	58	0.808088472	0.003886534	7.774710994	7.98725687	7.131322901	7.021059886	DE	Up	7.88098	7.07619	59.79	60.47	-0.68
MvSl-1064-A2-R4_A2g00443	63.75	MvSl-1064-A1-R4_A1g00185	63.65	-0.1	gPurple	NRR	13	82.2308	1069	0	-0.6923	-9	-0.391179053	0.621441975	8.168912453	8.22323494	8.556738227	8.617432765	NON	NON	8.19607	8.58709	57.89	57.78	0.11
MvSl-1064-A2-R4_A2g00444	63.41	MvSl-1064-A1-R4_A1g00186	64.08	0.67	gPurple	NRR	4	124.25	497	0	0	0	-0.052625562	0.999958419	7.479018459	7.454219356	7.612024451	7.420134885	NON	NON	7.46662	7.51608	56.98	56.54	0.44
MvSl-1064-A2-R4_A2g00559	64.12	MvSl-1064-A1-R4_A1g00575	64.52	0.4	faBlack	NRR	7	116.286	814	0	-1.428	-10	0.421916294	0.413208033	7.686081771	7.583494117	7.329061213	7.088954936	NON	NON	7.63479	7.20901	58.9	58.49	0.41
MvSl-1064-A2-R4_A2g00560	72.99	MvSl-1064-A1-R4_A1g00576	66.05	-6.94	faBlack	NRR	1	0	0	0	0	0	0.180959978	0.999958419	4.280235755	3.721074484	3.575899836	4.075802513	NON	NON	4.00066	3.82585	61.93	65.21	-3.28
MvSl-1064-A2-R4_A2g00565	60.35	MvSl-1064-A1-R4_A1g00757	60.74	0.39	faBlack	NRR	2	99	198	1	50	149	0.227771882	0.999958419	1.287445144	2.488451337	1.527654614	2.009458491	NON	NON	1.88795	1.76856	52.35	51.7	0.65
MvSl-1064-A2-R4_A2g00566	69.44	MvSl-1064-A1-R4_A1g00756	65.28	-4.16	faBlack	NRR	1	0	0	0	0	0	0.00213009	0.999958419	0.515056251	0.359389254	0.198989447	0.641031669	NON	NON	0.437223	0.420011	50	51.85	-1.85
MvSl-1064-A2-R4_A2g00569	60.91	MvSl-1064-A1-R4_A1g00751	60.95	0.04	faBlack	NRR	10	72.7	727	0	0	0	0.330966011	0.726058247	8.27392262	8.173371856	7.814647562	7.968577933	NON	NON	8.22365	7.89161	56.29	56.17	0.12
MvSl-1064-A2-R4_A2g00570	58.44	MvSl-1064-A1-R4_A1g00750	58.44	0	faBlack	NRR	4	79.5	318	0	0	0	-0.012311706	0.999958419	6.171978773	5.905176603	5.989284503	6.121568596	NON	NON	6.03858	6.05543	52.22	52.22	0
MvSl-1064-A2-R4_A2g00575	55.84	MvSl-1064-A1-R4_A1g00594	57.69	1.85	faBlack	NRR	3	102.333	307	-1	29.333	15	1.188992125	7.83E-05	5.825556035	6.0389655	4.45153059	4.99722244	DE	Up	5.93226	4.72438	55.2	54.2	1
MvSl-1064-A2-R4_A2g00576	53.38	MvSl-1064-A1-R4_A1g00749	54.07	0.69	faBlack	NRR	2	81.5	163	0	0	0	0.496680815	0.630315997	8.00091615	7.352346788	6.698339073	7.596666142	NON	NON	7.67663	7.1475	54.85	54.94	-0.09
MvSl-1064-A2-R4_A2g00611	63.16	MvSl-1064-A1-R4_A1g00245	65.26	2.1	faBlack	NRR	1	72	72	0	0	0	0.822763866	0.17773945	4.598336826	5.189062122	4.463524702	3.625336571	NON	NON	4.8937	4.04443	59.3	58.25	1.05
MvSl-1064-A2-R4_A2g00615	54.69	MvSl-1064-A1-R4_A1g00635	53.9	-0.79	faBlack	NRR	10	66.5	665	2	-21	-35	3.597650441	1.17E-17	4.892833455	4.462781998	0.507804335	1.595165087	DE	Up	4.67781	1.05148	51.78	51.99	-0.21
MvSl-1064-A2-R4_A2g00643	57.73	MvSl-1064-A1-R4_A1g00241	56.77	-0.96	faBlack	NRR	1	0	0	0	0	0	-0.662073361	0.031128913	7.209927458	7.202409537	7.936096926	7.79635333	DE	Down	7.20617	7.86623	61	61.71	-0.71
MvSl-1064-A2-R4_A2g00644	71.88	MvSl-1064-A1-R4_A1g00242	73.44	1.56	faBlack	NRR	4	84.25	337	0	-0.25	-1	-0.639026403	0.049737443	5.346257751	5.199216356	5.966286817	5.856286507	DE	Down	5.27274	5.91129	53.99	53.47	0.52
MvSl-1064-A2-R4_A2g00647	67.19	MvSl-1064-A1-R4_A1g00270	67.19	0	faBlack	NRR	3	208	624	0	-1	-3	1.146581982	2.23E-05	5.992944847	5.980113922	4.640355179	5.019744648	DE	Up	5.98653	4.83005	55.56	55.38	0.18
MvSl-1064-A2-R4_A2g00698	64.86	MvSl-1064-A1-R4_A1g00211	64.25	-0.61	faBlack	NRR	8	76.5	612	0	0	0	-0.182895244	0.999958419	8.933711607	8.927755336	9.032075636	9.19076189	NON	NON	8.93073	9.11142	54.83	55.19	-0.36
MvSl-1064-A2-R4_A2g00699	66.4	MvSl-1064-A1-R4_A1g00210	66.4	0	faBlack	NRR	4	105	420	0	-0.25	-1	0.094374743	0.999958419	5.300200125	5.350836141	5.310675653	5.147958706	NON	NON	5.32552	5.22932	60.21	60.21	0
MvSl-1064-A2-R4_A2g00702	53.73	MvSl-1064-A1-R4_A1g01418	53.04	-0.69	faBlack	NRR	9	84.5556	761	-1	-3.4444	-119	0.285774402	0.981693071	4.236068073	3.609769746	3.466916602	3.85219567	NON	NON	3.92292	3.65956	54.14	54.23	-0.09
MvSl-1064-A2-R4_A2g00711	68.25	MvSl-1064-A1-R4_A1g00292	66.06	-2.19	faBlack	NRR	8	90.125	721	0	0.125	1	0.909844551	0.000296534	7.088722794	7.353711085	6.461723184	6.158942903	DE	Up	7.22122	6.31033	54.74	55.23	-0.49
MvSl-1064-A2-R4_A2g00732	67.22	MvSl-1064-A1-R4_A1g00406	67.22	0	dRed	NRR	1	83	83	0	0	0	-0.245088081	0.888594543	5.300200125	5.554394985	5.67926888	5.675962461	NON	NON	5.4273	5.67762	60.37	60.37	0
MvSl-1064-A2-R4_A2g00737	67.35	MvSl-1064-A1-R4_A1g00441	67.64	0.29	gPurple	NRR	7	118	826	0	0.143	1	0.104254767	0.999958419	5.063381169	5.662564709	5.370821223	5.204460987	NON	NON	5.36297	5.28764	57.14	57.34	-0.2
MvSl-1064-A2-R4_A2g00759	73.29	MvSl-1064-A1-R4_A1g00144	74.05	0.76	faBlack	NRR	3	121.333	364	0	7	21	0.362255569	0.608315059	6.571526282	7.000641428	6.551552325	6.319394332	NON	NON	6.78608	6.43547	57.17	56.94	0.23
MvSl-1064-A2-R4_A2g00773	74.26	MvSl-1064-A1-R4_A1g01369	73.89	-0.37	faBlack	NRR	5	103	515	-1	9.8333	-44	-0.615115419	0.310791406	8.69058312	8.783363721	9.537174271	9.141199327	NON	NON	8.73697	9.33919	59.28	59.18	0.1
MvSl-1064-A2-R4_A2g00774	62.1	MvSl-1064-A1-R4_A1g01368	61.88	-0.22	faBlack	NRR	7	64	448	-1	-0.375	-67	0.200629648	0.999958419	6.43788177	5.790308585	5.735993961	6.135697666	NON	NON	6.1141	5.93585	56.83	56.79	0.04
MvSl-1064-A2-R4_A2g00775	58.42	MvSl-1064-A1-R4_A1g01367	58.75	0.33	faBlack	NRR	3	65	195	2	-5	125	-0.360021701	0.763573062	4.595161408	4.233005878	4.809652734	4.757578036	NON	NON	4.41408	4.78362	56.05	55.5	0.55
MvSl-1064-A2-R4_A2g00776	64.82	MvSl-1064-A1-R4_A1g01366	64.3	-0.52	faBlack	NRR	1	138	138	0	0	0	0.071635813	0.999958419	6.411948318	6.345457351	6.340950318	6.273274777	NON	NON	6.3787	6.30711	60.17	60.56	-0.39
MvSl-1064-A2-R4_A2g00797	58.22	MvSl-1064-A1-R4_A1g01290	57.86	-0.36	faBlack	NRR	9	92.8889	836	0	12.8889	116	-0.086469126	0.999958419	5.418100463	5.481384436	5.431615485	5.634109542	NON	NON	5.44974	5.53286	54.13	54.22	-0.09
MvSl-1064-A2-R4_A2g00799	56.09	MvSl-1064-A1-R4_A1g01288	56.83	0.74	faBlack	NRR	1	0	0	0	0	0	0.255293136	0.985153678	4.430326606	4.911235187	4.692243471	4.125736192	NON	NON	4.67078	4.40899	55.1	55.23	-0.13
MvSl-1064-A2-R4_A2g00818	60.19	MvSl-1064-A1-R4_A1g00327	60.58	0.39	faBlack	NRR	4	91.75	367	0	6	24	0.092850987	0.999958419	4.256312067	4.209086243	4.173445458	4.106734908	NON	NON	4.2327	4.14009	55.13	55.25	-0.12
MvSl-1064-A2-R4_A2g00819	62.69	MvSl-1064-A1-R4_A1g00326	64.47	1.78	faBlack	NRR	1	0	0	0	0	0	-12.52043259	3.75E-68	-3.357020002	-3.357020002	5.035351226	5.287803045	DE	Down	-3.35702	5.16158	56.68	55.96	0.72
MvSl-1064-A2-R4_A2g00825	57.69	MvSl-1064-A1-R4_A1g01137	57.21	-0.48	faBlack	NRR	6	77.5	465	0	1.6667	10	0.63619117	0.022326854	6.923857339	6.900893984	6.241712839	6.311117877	DE	Up	6.91238	6.27642	54.92	54.85	0.07
MvSl-1064-A2-R4_A2g00826	58.97	MvSl-1064-A1-R4_A1g01136	57.88	-1.09	faBlack	NRR	1	0	0	0	0	0	3.950834907	2.87E-22	4.943652812	4.196976043	0.722649631	0.762554686	DE	Up	4.57031	0.742602	58.15	58.79	-0.64
MvSl-1064-A2-R4_A2g00832	75.14	MvSl-1064-A1-R4_A1g01154	74.59	-0.55	fBlue	NRR	2	191	382	0	0	0	0.07228405	0.999958419	7.276856871	7.392724685	7.371851088	7.146838694	NON	NON	7.33479	7.25934	58.74	58.92	-0.18
MvSl-1064-A2-R4_A2g00833	67.06	MvSl-1064-A1-R4_A1g01159	66.82	-0.24	fBlue	NRR	2	180	360	0	0	0	-0.337264477	0.572158633	6.799696842	6.941382258	7.287495733	7.126701006	NON	NON	6.87054	7.2071	58.82	58.9	-0.08
MvSl-1064-A2-R4_A2g00834	71.94	MvSl-1064-A1-R4_A1g01160	72.21	0.27	fBlue	NRR	5	124.2	621	0	0	0	-0.323252528	0.634699303	7.100528266	6.996571589	7.408763354	7.335342452	NON	NON	7.04855	7.37205	54.04	54.01	0.03
MvSl-1064-A2-R4_A2g00835	61.38	MvSl-1064-A1-R4_A1g01161	59.5	-1.88	fBlue	NRR	3	92	276	0	0	0	0.274503857	0.820165003	5.964926509	5.882671034	5.739697495	5.555010787	NON	NON	5.9238	5.64735	58.11	58.14	-0.03
MvSl-1064-A2-R4_A2g00836	71.35	MvSl-1064-A1-R4_A1g01162	72.73	1.38	fBlue	NRR	2	68	136	0	-0.5	-1	-5.466800161	3.84E-29	-0.793556811	-1.719121546	4.143936729	3.723398761	DE	Down	-1.25634	3.93367	55.61	54.87	0.74
MvSl-1064-A2-R4_A2g00837	60.79	MvSl-1064-A1-R4_A1g01163	61.84	1.05	fBlue	NRR	4	87	348	0	0.25	1	-3.618098308	3.53E-26	1.349065323	1.177619195	4.773978154	4.887945952	DE	Down	1.26334	4.83096	53.95	53.89	0.06
MvSl-1064-A2-R4_A2g00841	75.32	MvSl-1064-A1-R4_A1g01212	72.37	-2.95	faBlack	NRR	7	79.5714	557	1	3.4047	100	1.980081342	1.65E-05	4.813081652	3.704060961	2.46773403	2.330939945	DE	Up	4.25857	2.39934	58.11	58.09	0.02
MvSl-1064-A2-R4_A2g00864	50.97	MvSl-1064-A1-R4_A1g00533	53.29	2.32	faBlack	NRR	4	107.25	429	-2	-53.417	-535	-0.3416455	0.531934984	6.01924524	6.102019085	6.41693513	6.387890712	NON	NON	6.06063	6.40241	50.16	49.24	0.92
MvSl-1064-A2-R4_A2g00865	66.14	MvSl-1064-A1-R4_A1g00534	66.14	0	faBlack	NRR	9	110	990	0	0	0	0.347983004	0.604671992	7.752079091	7.758496925	7.479500885	7.331664854	NON	NON	7.75529	7.40558	55.03	54.85	0.18
MvSl-1064-A2-R4_A2g00866	60.02	MvSl-1064-A1-R4_A1g00541	60.06	0.04	faBlack	NRR	3	71.3333	214	0	-1.3334	-4	0.128964275	0.999958419	6.66988564	5.895217446	5.942916583	6.426714076	NON	NON	6.28255	6.18482	55.91	55.9	0.01
MvSl-1064-A2-R4_A2g00867	61.64	MvSl-1064-A1-R4_A1g00542	61.38	-0.26	faBlack	NRR	4	79.5	318	0	0	0	-0.323479209	0.739134413	5.099686859	4.978810473	5.338621804	5.387210898	NON	NON	5.03925	5.36292	52.6	52.69	-0.09
MvSl-1064-A2-R4_A2g00868	67.81	MvSl-1064-A1-R4_A1g00543	67.95	0.14	faBlack	NRR	9	97.2222	875	0	0	0	-0.052555432	0.999958419	7.245300302	6.8070749	6.997486477	7.186742375	NON	NON	7.02619	7.09211	55.71	55.66	0.05
MvSl-1064-A2-R4_A2g00869	62.4	MvSl-1064-A1-R4_A1g00544	63.34	0.94	faBlack	NRR	2	153.5	307	-1	-28.167	-238	-0.086776727	0.999958419	5.532079509	5.746665489	5.78819042	5.669502447	NON	NON	5.63937	5.72885	54.39	54.08	0.31
MvSl-1064-A2-R4_A2g00885	55.77	MvSl-1064-A1-R4_A1g00527	57.09	1.32	faBlack	NRR	2	88.5	177	1	-18.5	70	0.581882017	0.41357782	5.313786157	4.837740883	4.17709197	4.788908861	NON	NON	5.07576	4.483	51.38	51.4	-0.02
MvSl-1064-A2-R4_A2g00886	73.73	MvSl-1064-A1-R4_A1g00525	75.22	1.49	faBlack	NRR	3	105.333	316	0	0	0	0.428603192	0.329714483	7.526048618	7.466462137	7.040659265	7.095234597	NON	NON	7.49626	7.06795	58.79	58.71	0.08
MvSl-1064-A2-R4_A2g00889	60.86	MvSl-1064-A1-R4_A1g00522	60.38	-0.48	faBlack	NRR	6	84.6667	508	0	2	12	4.658089516	3.83E-14	2.141270708	2.406685599	-1.261007107	-2.803094116	DE	Up	2.27398	-2.03205	50.91	50.99	-0.08
MvSl-1064-A2-R4_A2g00902	65.98	MvSl-1064-A1-R4_A1g00669	66.57	0.59	eOrange	NRR	2	101	202	0	18	36	0.154053322	0.999958419	5.951331615	6.072494825	5.934323571	5.780376789	NON	NON	6.01191	5.85735	59.36	58.95	0.41
MvSl-1064-A2-R4_A2g00904	63.27	MvSl-1064-A1-R4_A1g00668	62.42	-0.85	eOrange	NRR	7	131	917	1	4.833	160	5.495973042	3.09E-100	7.268409376	7.339091646	2.103929022	1.52819258	DE	Up	7.30375	1.81606	55.98	56.36	-0.38
MvSl-1064-A2-R4_A2g00914	61.29	MvSl-1064-A1-R4_A1g00312	66.25	4.96	faBlack	NRR	1	118	118	0	-2	-2	3.506293707	1.32E-31	9.059859955	9.578671633	5.734757334	5.934879493	DE	Up	9.31927	5.83482	57.71	57.89	-0.18
MvSl-1064-A2-R4_A2g00915	60.47	MvSl-1064-A1-R4_A1g00311	60.41	-0.06	faBlack	NRR	9	86.1111	775	0	0.7778	7	-0.024241788	0.999958419	8.392302542	8.150267033	8.154366299	8.433324019	NON	NON	8.27128	8.29385	58.37	58.4	-0.03
MvSl-1064-A2-R4_A2g00923	69.62	MvSl-1064-A1-R4_A1g00842	71.95	2.33	faBlack	NRR	6	114.333	686	1	13.333	181	0.358832298	0.732103455	7.397514427	7.799788315	7.505475412	6.949277912	NON	NON	7.59865	7.22738	58.82	58.01	0.81
MvSl-1064-A2-R4_A2g00924	69.39	MvSl-1064-A1-R4_A1g00843	68.55	-0.84	faBlack	NRR	2	129.5	259	-1	14.167	-87	0.646969295	0.294977936	4.044490005	4.379505229	3.619433654	3.53725155	NON	NON	4.212	3.57834	56.9	57.43	-0.53
MvSl-1064-A2-R4_A2g00968	74.7	MvSl-1064-A1-R4_A1g00352	75.38	0.68	faBlack	NRR	2	60	120	0	-16	-32	-0.189240511	0.9888672	5.376165726	5.617844601	5.844309052	5.519531836	NON	NON	5.49701	5.68192	58.84	58.37	0.47
MvSl-1064-A2-R4_A2g00969	63.8	MvSl-1064-A1-R4_A1g00351	64	0.2	faBlack	NRR	9	70.8889	638	0	-4.2222	-38	-0.242191733	0.945084766	8.459979671	8.437826574	8.692711886	8.689442267	NON	NON	8.4489	8.69108	55.69	55.91	-0.22
MvSl-1064-A2-R4_A2g00975	66.54	MvSl-1064-A1-R4_A1g00694	66.11	-0.43	faBlack	NRR	4	76.5	306	0	-0.25	-1	-0.19789549	0.948575738	7.168333673	7.213973709	7.44513281	7.330846335	NON	NON	7.19115	7.38799	56.31	56.36	-0.05
MvSl-1064-A2-R4_A2g00976	72.54	MvSl-1064-A1-R4_A1g00693	72.54	0	faBlack	NRR	5	98.6	493	0	0	0	0.01252285	0.999958419	7.265915376	7.219471803	7.183015811	7.276195997	NON	NON	7.24269	7.22961	53.23	53.23	0
MvSl-1064-A2-R4_A2g00991	73.65	MvSl-1064-A1-R4_A1g00193	71.37	-2.28	faBlack	NRR	8	105.75	846	1	-8.679	45	0.702608647	0.07620808	8.785402023	8.888917602	8.191798687	8.077256124	NON	NON	8.83716	8.13453	57.98	58.2	-0.22
MvSl-1064-A2-R4_A2g00993	59.89	MvSl-1064-A1-R4_A1g00433	60.6	0.71	faBlack	NRR	3	74.3333	223	0	0	0	0.348274381	0.707465373	5.592245739	5.383261917	5.029311781	5.250201199	NON	NON	5.48775	5.13976	54.48	54.18	0.3
MvSl-1064-A2-R4_A2g00994	78.57	MvSl-1064-A1-R4_A1g00432	78.57	0	faBlack	NRR	3	111.667	335	0	7	21	0.147701251	0.999958419	6.978496534	7.106399398	7.008273465	6.774888575	NON	NON	7.04245	6.89158	56.46	56.46	0
MvSl-1064-A2-R4_A2g01002	58.47	MvSl-1064-A1-R4_A1g00644	58.61	0.14	faBlack	NRR	1	156	156	0	111	111	1.320733705	6.71E-06	5.437733337	5.678620869	4.090797988	4.387425693	DE	Up	5.55818	4.23911	60.04	59.87	0.17
MvSl-1064-A2-R4_A2g01020	66.7	MvSl-1064-A1-R4_MC03g04896	66.75	0.05	aAutosome	NRR	1	41	41	0	0	0	0.669182723	0.322328134	6.507095998	5.661096158	5.063205758	5.798252265	NON	NON	6.0841	5.43073	60.03	60.03	0
MvSl-1064-A2-R4_A2g01028	60.48	MvSl-1064-A1-R4_A1g01129	61.56	1.08	faBlack	NRR	1	126	126	-1	32	-62	0.37050565	0.418578881	7.171002038	7.155724502	6.810585218	6.775490291	NON	NON	7.16336	6.79304	56.63	55.85	0.78
MvSl-1064-A2-R4_A2g01032	50	MvSl-1064-A1-R4_A1g00835	49.45	-0.55	faBlack	NRR	2	65.5	131	0	-3	-6	-4.211399549	2.53E-35	0.806199111	1.391091799	5.280483426	5.286114965	DE	Down	1.09865	5.2833	50.55	51.59	-1.04
MvSl-1064-A2-R4_A2g01038	60.85	MvSl-1064-A1-R4_A1g00845	60.49	-0.36	faBlack	NRR	3	92.3333	277	-1	1.3333	-87	-0.038260324	0.999958419	6.772545424	6.604998829	6.638761591	6.81465869	NON	NON	6.68877	6.72671	58.48	58.35	0.13
