gid	chr	intronnr	intronmean	introntotal	intronnrdiff	intronmeandiff	introntotaldiff	logFC.A1.A2	DE_status	A1_mean	A2_mean
MvSl-1064-A1-R4_A1g01136	faBlack	1	0	0	0	0	0	3.950834907	DE	4.57031	0.742602
MvSl-1064-A1-R4_A1g01137	faBlack	6	77.5	465	0	1.6667	10	0.63619117	DE	6.91238	6.27642
MvSl-1064-A1-R4_A1g01154	fBlue	2	191	382	0	0	0	0.07228405	NON	7.33479	7.25934
MvSl-1064-A1-R4_A1g01159	fBlue	2	180	360	0	0	0	-0.337264477	NON	6.87054	7.2071
MvSl-1064-A1-R4_A1g01160	fBlue	5	124.2	621	0	0	0	-0.323252528	NON	7.04855	7.37205
MvSl-1064-A1-R4_A1g01161	fBlue	3	92	276	0	0	0	0.274503857	NON	5.9238	5.64735
MvSl-1064-A1-R4_A1g01162	fBlue	2	68	136	0	-0.5	-1	-5.466800161	DE	-1.25634	3.93367
MvSl-1064-A1-R4_A1g01163	fBlue	4	87	348	0	0.25	1	-3.618098308	DE	1.26334	4.83096
MvSl-1064-A1-R4_A1g01164	faBlack	10	83.2	832	1	-0.0222	83	0.771436125	DE	5.97584	5.20586
MvSl-1064-A1-R4_A1g01173	faBlack	5	155.2	776	0	-1.8	-9	-0.243338541	NON	7.20324	7.4462
MvSl-1064-A1-R4_A1g01184	faBlack	1	97	97	-1	-56.5	-210	-0.485461094	NON	7.08549	7.57337
MvSl-1064-A1-R4_A1g01189	faBlack	2	79	158	0	-2	-4	-0.517444208	NON	6.81169	7.34216
MvSl-1064-A1-R4_A1g01212	faBlack	7	79.5714	557	1	3.4047	100	1.980081342	DE	4.25857	2.39934
MvSl-1064-A1-R4_A1g01219	faBlack	4	152	608	0	0.5	2	0.902404386	NON	11.6253	10.698
MvSl-1064-A1-R4_A1g01220	faBlack	8	86.125	689	1	-15.161	-20	-3.433526337	DE	5.02942	8.45885
MvSl-1064-A1-R4_A1g01227	gPurple	2	145	290	-1	49.6667	4	0.282165256	NON	7.6003	7.33487
MvSl-1064-A1-R4_A1g01228	faBlack	1	126	126	0	0	0	-0.117342921	NON	3.36564	3.48437
MvSl-1064-A1-R4_A1g01252	eOrange	4	130.25	521	0	-19.5	-78	-0.196291943	NON	6.97434	7.17047
MvSl-1064-A1-R4_A1g01253	faBlack	4	105	420	0	10	40	0.883920258	DE	7.01233	6.1182
MvSl-1064-A1-R4_A1g01261	eOrange	7	146	1022	0	9	63	2.083064204	DE	11.3493	9.26
MvSl-1064-A1-R4_A1g01271	faBlack	5	101.6	508	0	9.2	46	0.502724325	NON	8.03721	7.54424
MvSl-1064-A1-R4_A1g01272	faBlack	3	100.333	301	0	0	0	-0.12717277	NON	9.1595	9.28274
MvSl-1064-A1-R4_A1g01282	faBlack	3	115	345	0	0.667	2	-6.176567113	DE	-2.13761	3.3232
MvSl-1064-A1-R4_A1g01288	faBlack	1	0	0	0	0	0	0.255293136	NON	4.67078	4.40899
MvSl-1064-A1-R4_A1g01290	faBlack	9	92.8889	836	0	12.8889	116	-0.086469126	NON	5.44974	5.53286
MvSl-1064-A1-R4_A1g01347	faBlack	5	89.4	447	0	0	0	-1.100869854	DE	6.26581	7.36586
MvSl-1064-A1-R4_A1g01348	faBlack	1	91	91	0	0	0	-0.153025609	NON	7.30728	7.45938
MvSl-1064-A1-R4_A1g01350	faBlack	2	77.5	155	0	0.5	1	0.145950771	NON	6.08116	5.93502
MvSl-1064-A1-R4_A1g01351	faBlack	5	120.4	602	0	0	0	0.069821415	NON	10.2352	10.162
MvSl-1064-A1-R4_A1g01358	faBlack	1	55	55	0	9	9	-1.310742222	DE	1.34116	2.62043
MvSl-1064-A1-R4_A1g01359	faBlack	5	78.2	391	0	12	60	0.921473077	DE	6.06904	5.16376
MvSl-1064-A1-R4_A1g01366	faBlack	1	138	138	0	0	0	0.071635813	NON	6.3787	6.30711
MvSl-1064-A1-R4_A1g01367	faBlack	3	65	195	2	-5	125	-0.360021701	NON	4.41408	4.78362
MvSl-1064-A1-R4_A1g01368	faBlack	7	64	448	-1	-0.375	-67	0.200629648	NON	6.1141	5.93585
MvSl-1064-A1-R4_A1g01369	faBlack	5	103	515	-1	9.8333	-44	-0.615115419	NON	8.73697	9.33919
MvSl-1064-A1-R4_A1g01376	faBlack	11	71.8182	790	-1	-27.5151	-402	-0.9329166	DE	6.37736	7.29595
MvSl-1064-A1-R4_A1g01384	faBlack	1	77	77	0	-52	-52	0.957219372	DE	8.18365	7.22686
MvSl-1064-A1-R4_A1g01385	faBlack	2	72	144	0	1.5	3	-0.108222877	NON	4.91286	5.01502
MvSl-1064-A1-R4_A1g01388	faBlack	2	65.5	131	0	1.5	3	-0.405275717	NON	5.14593	5.62095
MvSl-1064-A1-R4_A1g01389	faBlack	1	0	0	0	0	0	0.424743351	NON	6.90298	6.48158
MvSl-1064-A1-R4_A1g01392	faBlack	4	72.5	290	0	-4.5	-18	0.221441848	NON	5.70466	5.50069
MvSl-1064-A1-R4_A1g01406	faBlack	8	162.375	1299	0	-2.5	-20	0.84361703	NON	11.597	10.7624
MvSl-1064-A1-R4_A1g01407	faBlack	5	98	490	1	-25	-2	0.376756807	NON	6.94867	6.57237
MvSl-1064-A1-R4_A1g01413	faBlack	1	0	0	0	0	0	0.072044876	NON	1.99479	1.86379
MvSl-1064-A1-R4_A1g01415	faBlack	10	107.8	1078	0	0.1	1	-0.3938514	NON	6.65061	7.03537
MvSl-1064-A1-R4_A1g01418	faBlack	9	84.5556	761	-1	-3.4444	-119	0.285774402	NON	3.92292	3.65956
MvSl-1064-A1-R4_A1g01431	fBlue	13	88.6154	1152	1	-1.2179	74	-0.059690211	NON	6.77971	6.8397
MvSl-1064-A1-R4_A1g01432	fBlue	4	84.25	337	0	0.25	1	-1.159635395	DE	4.06789	5.25728
MvSl-1064-A1-R4_A1g01440	bPAR	6	113.5	681	0	0	0	-0.041939093	NON	6.92832	6.97293
MvSl-1064-A1-R4_A1g01441	bPAR	6	72	432	0	0	0	0.038308635	NON	6.24213	6.20401
MvSl-1064-A1-R4_A1g01444	bPAR	3	126.333	379	0	0	0	-0.063206732	NON	11.1721	11.2382
MvSl-1064-A1-R4_A1g01445	bPAR	2	62	124	0	0	0	-0.036502015	NON	7.4255	7.46794
MvSl-1064-A1-R4_A1g01446	bPAR	1	0	0	0	0	0	-0.325149446	NON	5.07459	5.40269
MvSl-1064-A1-R4_A1g01447	bPAR	4	160.75	643	0	0	0	-0.141031684	NON	6.01318	6.14325
MvSl-1064-A1-R4_A1g01448	bPAR	1	72	72	0	0	0	-0.037648255	NON	2.05354	2.08807
MvSl-1064-A1-R4_A1g01450	bPAR	5	86.6	433	0	0	0	-0.140798155	NON	4.71363	4.83524
MvSl-1064-A1-R4_A1g01451	bPAR	5	90.4	452	0	0	0	0.003990829	NON	5.38225	5.38225
MvSl-1064-A1-R4_A1g01453	bPAR	5	136.2	681	0	0	0	-0.485091208	NON	7.68574	8.17028
MvSl-1064-A1-R4_A1g01454	bPAR	2	216.5	433	0	0	0	0.164787452	NON	2.66356	2.45612
MvSl-1064-A1-R4_A1g01455	bPAR	1	0	0	0	0	0	0.265686675	NON	3.16122	2.77663
MvSl-1064-A1-R4_A1g01456	bPAR	1	74	74	0	0	0	0.347804662	NON	3.069	2.67014
MvSl-1064-A1-R4_A1g01457	bPAR	1	0	0	0	0	0	0.203479384	NON	3.39297	3.17864
MvSl-1064-A1-R4_A1g01458	bPAR	7	71.1429	498	0	0	0	0.112703934	NON	6.70289	6.59027
MvSl-1064-A1-R4_A1g01460	bPAR	3	84.3333	253	0	0	0	-0.108500822	NON	6.89203	7.00123
MvSl-1064-A1-R4_A1g01461	bPAR	1	153	153	0	0	0	0.007378385	NON	6.26923	6.26342
MvSl-1064-A1-R4_A1g01462	bPAR	5	88.4	442	0	0	0	0.261111031	NON	7.58324	7.31923
MvSl-1064-A1-R4_A1g01465	bPAR	1	92	92	0	0	0	0.549349499	NON	3.34191	2.80502
MvSl-1064-A1-R4_A1g01466	bPAR	1	0	0	0	0	0	-0.080340194	NON	6.51004	6.60672
MvSl-1064-A1-R4_A1g01467	bPAR	6	85.6667	514	0	0	0	-0.067344113	NON	5.6423	5.71489
MvSl-1064-A1-R4_A1g01468	bPAR	1	71	71	0	0	0	-0.223213306	NON	5.55393	5.78091
MvSl-1064-A1-R4_A1g01469	bPAR	1	75	75	0	0	0	-0.012777942	NON	0.126737	0.140678
MvSl-1064-A1-R4_A1g01470	bPAR	3	108	324	0	0	0	0.19837748	NON	5.73752	5.55362
MvSl-1064-A1-R4_A1g01471	bPAR	3	126.667	380	0	-0.333	-1	0.013383442	NON	6.6995	6.68639
MvSl-1064-A1-R4_A1g01472	bPAR	1	76	76	0	0	0	0.08016036	NON	5.83431	5.76021
MvSl-1064-A1-R4_A1g01473	bPAR	3	114	342	0	0	0	-0.067337126	NON	7.84372	7.92576
MvSl-1064-A1-R4_A1g01474	bPAR	2	112	224	0	0	0	-0.175437614	NON	0.900671	1.04738
MvSl-1064-A1-R4_A1g01475	bPAR	1	0	0	0	0	0	-1.048335469	NON	-0.363995	0.587291
MvSl-1064-A1-R4_A1g01476	bPAR	1	69	69	0	0	0	-0.162510548	NON	4.3558	4.51686
MvSl-1064-A1-R4_A1g01477	bPAR	4	63.25	253	0	0	0	0.09102433	NON	7.1217	7.02778
MvSl-1064-A1-R4_A1g01478	bPAR	3	125.667	377	0	0	0	0.620669912	NON	0.785943	0.214091
MvSl-1064-A1-R4_A1g01479	bPAR	1	311	311	0	0	0	0.538807867	NON	4.6087	4.06862
MvSl-1064-A1-R4_A1g01480	bPAR	1	0	0	0	0	0	0.234694116	NON	1.22976	1.00744
MvSl-1064-A1-R4_A1g01481	bPAR	1	64	64	0	0	0	0.010307657	NON	1.80788	1.79003
MvSl-1064-A1-R4_A1g01484	bPAR	3	138	414	0	0	0	1.097683817	NON	1.95098	0.889495
MvSl-1064-A1-R4_A1g01485	bPAR	4	78.5	314	0	0	0	0.20008274	NON	6.93855	6.74962
MvSl-1064-A1-R4_A1g01486	bPAR	2	67	134	0	0	0	-0.281833757	NON	5.9952	6.27652
MvSl-1064-A1-R4_A1g01487	bPAR	4	86.25	345	0	0	0	0.544634883	NON	9.59629	9.06933
MvSl-1064-A1-R4_A1g01488	bPAR	6	93.8333	563	0	-0.1667	-1	-0.514368776	NON	9.29222	9.80664
MvSl-1064-A1-R4_A1g01489	bPAR	3	140.333	421	0	0	0	-0.051883585	NON	6.04177	6.09844
MvSl-1064-A1-R4_A1g01494	bPAR	1	42	42	0	0	0	-0.077795411	NON	6.2211	6.29025
MvSl-1064-A1-R4_A1g01495	bPAR	3	70.3333	211	0	0	0	-0.202284899	NON	5.28085	5.46437
MvSl-1064-A1-R4_A1g01496	bPAR	1	0	0	0	0	0	-0.592059587	NON	1.8712	2.47737
MvSl-1064-A1-R4_A1g01497	bPAR	4	107.25	429	0	0	0	-0.217250176	NON	5.20441	5.42093
MvSl-1064-A1-R4_A1g01498	bPAR	4	105.25	421	0	0	0	-0.06875351	NON	4.97696	5.04175
MvSl-1064-A1-R4_A1g01500	bPAR	5	84.4	422	0	0	0	0.066253856	NON	7.94196	7.87674
MvSl-1064-A1-R4_A1g01501	bPAR	4	106.75	427	0	0	0	-0.01981801	NON	6.25275	6.27643
MvSl-1064-A1-R4_A1g01502	bPAR	3	73.6667	221	0	-7.6666	-23	0.116427333	NON	7.12027	7.00713
MvSl-1064-A1-R4_A1g01503	bPAR	1	68	68	-1	13.5	-41	0.385902179	NON	3.0383	2.59429
MvSl-1064-A1-R4_A1g01504	bPAR	1	0	0	0	0	0	0.891430726	NON	0.387319	-0.402069
MvSl-1064-A1-R4_A1g01505	bPAR	3	118.667	356	0	0	0	-0.055987782	NON	3.23893	3.29623
MvSl-1064-A1-R4_A1g01508	bPAR	4	105.5	422	0	0	0	0.410649458	NON	7.87022	7.46344
MvSl-1064-A1-R4_A1g01509	bPAR	7	108.714	761	0	0	0	0.123501931	NON	6.07762	5.99565
MvSl-1064-A1-R4_A1g01512	bPAR	5	102.6	513	0	0	0	-0.9092473	NON	0.442559	1.3952
MvSl-1064-A1-R4_A1g01515	bPAR	1	0	0	0	0	0	-1.618544025	DE	4.63554	6.26305
MvSl-1064-A1-R4_C36g01618	aAutosome	2	136	272	0	0	0	-0.147153652	NON	5.34363	5.45305
MvSl-1064-A1-R4_MC01-1g01697	aAutosome	4	143.25	573	0	0	0	-0.261625928	NON	1.38411	1.62217
MvSl-1064-A1-R4_MC01-1g01698	aAutosome	1	227	227	0	0	0	-0.408628564	NON	1.42259	1.78857
MvSl-1064-A1-R4_MC01-1g01699	aAutosome	2	203.5	407	0	0	0	-0.160848539	NON	3.71672	3.8881
MvSl-1064-A1-R4_MC01-1g01701	aAutosome	1	78	78	0	0	0	-0.177454969	NON	7.53201	7.71064
MvSl-1064-A1-R4_MC01-1g01702	aAutosome	1	0	0	0	0	0	-0.420855258	NON	2.24253	2.62019
MvSl-1064-A1-R4_MC01-1g01703	aAutosome	3	78	234	0	0	0	0.013108414	NON	5.08718	5.07492
MvSl-1064-A1-R4_MC01-1g01704	aAutosome	1	0	0	0	0	0	-0.121781492	NON	1.32321	1.4396
MvSl-1064-A1-R4_MC01-1g01705	aAutosome	4	91	364	0	0	0	0.206001451	NON	4.4233	4.21857
MvSl-1064-A1-R4_MC01-1g01707	aAutosome	1	79	79	0	0	0	0.136387205	NON	4.57228	4.60782
MvSl-1064-A1-R4_MC01-1g01708	aAutosome	1	72	72	0	0	0	0.383898194	NON	7.5623	7.1893
MvSl-1064-A1-R4_MC01-1g01709	aAutosome	7	103	721	0	0	0	0.096311033	NON	5.81092	5.71958
MvSl-1064-A1-R4_MC01-1g01710	aAutosome	1	78	78	0	0	0	-0.664299046	NON	3.40913	4.11866
MvSl-1064-A1-R4_MC01-1g01711	aAutosome	5	68.8	344	0	0	0	-0.037647814	NON	7.18419	7.228
MvSl-1064-A1-R4_MC01-1g01712	aAutosome	7	81.1429	568	0	0	0	0.251755456	NON	7.20692	6.95508
MvSl-1064-A1-R4_MC01-1g01713	aAutosome	1	0	0	0	0	0	-0.067541808	NON	3.87133	3.93737
MvSl-1064-A1-R4_MC01-1g01716	aAutosome	1	107	107	0	0	0	0.10190872	NON	4.05054	3.93925
MvSl-1064-A1-R4_MC01-1g01717	aAutosome	6	76.8333	461	0	0	0	0.043428778	NON	5.55426	5.51051
MvSl-1064-A1-R4_MC01-1g01718	aAutosome	1	0	0	0	0	0	0.099000122	NON	4.86244	4.76209
MvSl-1064-A1-R4_MC01-1g01719	aAutosome	5	92.6	463	0	0	0	-0.311962472	NON	1.2481	1.54195
MvSl-1064-A1-R4_MC01-1g01720	aAutosome	3	125.333	376	0	0	0	-0.205554567	NON	6.65284	6.85691
MvSl-1064-A1-R4_MC01-1g01722	aAutosome	2	138.5	277	0	0	0	-1.001604317	NON	0.291202	1.22961
MvSl-1064-A1-R4_MC01-1g01723	aAutosome	1	95	95	0	0	0	-0.254426502	NON	3.12535	3.37109
MvSl-1064-A1-R4_MC01-1g01724	aAutosome	1	0	0	0	0	0	-0.068321995	NON	1.66812	1.77074
MvSl-1064-A1-R4_MC01-1g01725	aAutosome	3	95	285	0	0	0	0.03695072	NON	5.58305	5.54231
MvSl-1064-A1-R4_MC01-1g01726	aAutosome	3	143	429	0	0	0	-0.000983397	NON	6.74847	6.74957
MvSl-1064-A1-R4_MC01-1g01727	aAutosome	4	108.75	435	0	0	0	-0.066406058	NON	4.51103	4.58264
MvSl-1064-A1-R4_MC01-1g01728	aAutosome	6	105	630	0	0	0	0.041185444	NON	7.25625	7.22152
MvSl-1064-A1-R4_MC01-1g01729	aAutosome	2	74.5	149	0	0	0	-0.160762149	NON	4.35857	4.53207
MvSl-1064-A1-R4_MC01-1g01730	aAutosome	3	92.6667	278	0	0	0	0.083528857	NON	4.79476	4.71098
MvSl-1064-A1-R4_MC01-1g01731	aAutosome	3	189.333	568	0	0	0	-0.046224249	NON	10.4914	10.5413
MvSl-1064-A1-R4_MC01-1g01734	aAutosome	2	71	142	0	0	0	-0.072338025	NON	4.0037	4.07739
MvSl-1064-A1-R4_MC01-1g01735	aAutosome	5	84.8	424	0	0	0	0.782469374	NON	2.50627	1.75491
MvSl-1064-A1-R4_MC01-1g01737	aAutosome	3	101.333	304	0	0	0	0.523927643	NON	0.596567	0.0339221
MvSl-1064-A1-R4_MC01-1g01738	aAutosome	1	125	125	0	0	0	0.146541	NON	0.511805	0.390721
MvSl-1064-A1-R4_MC01-1g01739	aAutosome	1	180	180	0	0	0	-0.448742359	NON	3.79176	4.23309
MvSl-1064-A1-R4_MC01-1g01740	aAutosome	1	0	0	0	0	0	-0.89284987	NON	3.00281	3.88895
MvSl-1064-A1-R4_MC01-1g01741	aAutosome	4	76	304	0	0	0	-0.042562172	NON	6.12949	6.17181
MvSl-1064-A1-R4_MC01-1g01742	aAutosome	4	134.75	539	0	0	0	-0.151604909	NON	6.97814	7.12968
MvSl-1064-A1-R4_MC01-1g01743	aAutosome	3	78.6667	236	0	0	0	-0.08751561	NON	6.14839	6.23009
MvSl-1064-A1-R4_MC01-1g01744	aAutosome	5	90.6	453	0	0	0	-0.078409925	NON	7.76724	7.84632
MvSl-1064-A1-R4_MC01-1g01745	aAutosome	1	115	115	0	0	0	-0.120818619	NON	0.840545	0.95346
MvSl-1064-A1-R4_MC01-1g01746	aAutosome	1	142	142	0	0	0	0.016428025	NON	4.13439	4.14653
MvSl-1064-A1-R4_MC01-1g01748	aAutosome	2	82.5	165	0	0	0	-0.117331364	NON	4.87456	4.99043
MvSl-1064-A1-R4_MC01-1g01749	aAutosome	2	103	206	0	0	0	-0.025569695	NON	2.06941	2.08746
MvSl-1064-A1-R4_MC01-1g01750	aAutosome	8	70.625	565	0	0	0	-0.137257261	NON	4.5525	4.70656
MvSl-1064-A1-R4_MC01-1g01751	aAutosome	9	77.2222	695	0	0	0	0.1193598	NON	7.72797	7.60587
MvSl-1064-A1-R4_MC01-1g01752	aAutosome	1	0	0	0	0	0	0.386295775	NON	3.32701	2.9975
MvSl-1064-A1-R4_MC01-1g01753	aAutosome	1	0	0	0	0	0	-0.113516797	NON	4.50651	4.62994
MvSl-1064-A1-R4_MC01-1g01754	aAutosome	3	92.3333	277	0	0	0	-0.052694368	NON	5.0174	5.07176
MvSl-1064-A1-R4_MC01-1g01755	aAutosome	1	96	96	0	0	0	0.125173298	NON	6.54413	6.4226
MvSl-1064-A1-R4_MC01-1g01756	aAutosome	4	106.25	425	0	0.25	1	0.266260261	NON	5.45539	5.21482
MvSl-1064-A1-R4_MC01-1g01757	aAutosome	2	94.5	189	0	0	0	0.038172712	NON	0.51749	0.479891
MvSl-1064-A1-R4_MC01-1g01758	aAutosome	5	96	480	0	0	0	-0.357268402	NON	3.51906	3.87355
MvSl-1064-A1-R4_MC01-1g01760	aAutosome	3	94	282	0	0	0	-0.023887846	NON	5.68992	5.7484
MvSl-1064-A1-R4_MC01-1g01761	aAutosome	1	190	190	0	0	0	-0.571016532	NON	0.697062	1.33961
MvSl-1064-A1-R4_MC01-1g01762	aAutosome	1	0	0	0	0	0	0.563506351	NON	2.48403	1.80744
MvSl-1064-A1-R4_MC01-1g01763	aAutosome	3	94.3333	283	0	0	0	-0.02190438	NON	6.12032	6.14137
MvSl-1064-A1-R4_MC01-1g01764	aAutosome	1	0	0	0	0	0	-0.127280391	NON	0.95493	1.10337
MvSl-1064-A1-R4_MC01-1g01765	aAutosome	4	68.5	274	0	0	0	-0.045287899	NON	3.33935	3.3815
MvSl-1064-A1-R4_MC01-1g01766	aAutosome	5	77	385	0	0	0	-0.019556538	NON	6.19495	6.21517
MvSl-1064-A1-R4_MC01-1g01767	aAutosome	2	88.5	177	0	0	0	0.14984845	NON	6.20124	6.05328
MvSl-1064-A1-R4_MC01-1g01768	aAutosome	6	78	468	0	0	0	0.446927556	NON	7.83813	7.39142
MvSl-1064-A1-R4_MC01-1g01769	aAutosome	3	83.6667	251	0	0	0	-0.287148881	NON	5.89285	6.1813
MvSl-1064-A1-R4_MC01-1g01770	aAutosome	6	147.167	883	0	0	0	0.0175952	NON	7.15463	7.13883
MvSl-1064-A1-R4_MC01-1g01771	aAutosome	7	97	679	0	0	0	0.267093009	NON	7.39731	7.13042
MvSl-1064-A1-R4_MC01-1g01775	aAutosome	4	55.25	221	0	0	0	0.047605548	NON	6.26086	6.21304
MvSl-1064-A1-R4_MC01-1g01776	aAutosome	4	100.5	402	0	0	0	0.052839801	NON	2.85727	2.80175
MvSl-1064-A1-R4_MC01-1g01778	aAutosome	8	83.125	665	0	0	0	1.069759447	NON	0.585451	-0.44778
MvSl-1064-A1-R4_MC01-1g01779	aAutosome	11	87.1818	959	0	0	0	0.596149371	NON	4.06242	3.46041
MvSl-1064-A1-R4_MC01-1g01780	aAutosome	3	74.6667	224	0	0	0	0.020146706	NON	5.67914	5.66445
MvSl-1064-A1-R4_MC01-1g01782	aAutosome	3	73	219	0	0	0	0.054623262	NON	6.09002	6.03748
MvSl-1064-A1-R4_MC01-1g01783	aAutosome	7	96.4286	675	0	0	0	-1.417276282	NON	-0.258542	1.19568
MvSl-1064-A1-R4_MC01-1g01785	aAutosome	1	119	119	0	0	0	-0.310192975	NON	1.8484	2.19072
MvSl-1064-A1-R4_MC01-1g01786	aAutosome	1	73	73	0	0	0	0.648538572	NON	2.57103	1.9716
MvSl-1064-A1-R4_MC01-1g01788	aAutosome	10	102.7	1027	0	0	0	0.100078677	NON	6.53479	6.43217
MvSl-1064-A1-R4_MC01-1g01789	aAutosome	5	93.2	466	0	0	0	0.297880724	NON	8.12668	7.84047
MvSl-1064-A1-R4_MC01-1g01790	aAutosome	9	64.8889	584	0	0	0	0.022908075	NON	6.30488	6.28276
MvSl-1064-A1-R4_MC01-1g01791	aAutosome	1	0	0	0	0	0	0.080430464	NON	0.968809	0.89212
MvSl-1064-A1-R4_MC01-1g01792	aAutosome	2	58.5	117	0	0	0	-0.324368431	NON	2.60789	2.9096
MvSl-1064-A1-R4_MC01-1g01794	aAutosome	1	132	132	0	0	0	-0.243996657	NON	1.52952	1.8072
MvSl-1064-A1-R4_MC01-1g01796	aAutosome	3	100.333	301	0	0	0	-0.312158539	NON	6.61718	6.94418
MvSl-1064-A1-R4_MC01-1g01797	aAutosome	3	83.6667	251	0	0	0	0.34333224	NON	4.8636	4.59472
MvSl-1064-A1-R4_MC01-1g01798	aAutosome	1	0	0	0	0	0	0.396272895	NON	6.28524	5.90102
MvSl-1064-A1-R4_MC01-1g01799	aAutosome	2	90	180	0	0	0	0.241597453	NON	5.43776	5.19035
MvSl-1064-A1-R4_MC01-1g01800	aAutosome	2	158	316	0	0	0	0.178347167	NON	7.73704	7.56251
MvSl-1064-A1-R4_MC01-1g01801	aAutosome	7	79.7143	558	0	0	0	0.033898726	NON	6.70398	6.66902
MvSl-1064-A1-R4_MC01-1g01802	aAutosome	8	86.5	692	0	0	0	0.216797643	NON	8.89676	8.68249
MvSl-1064-A1-R4_MC01-1g01803	aAutosome	3	218.667	656	0	0	0	0.26265477	NON	8.16805	7.89491
MvSl-1064-A1-R4_MC01-1g01804	aAutosome	5	98	490	0	0	0	0.228768457	NON	5.75425	5.57981
MvSl-1064-A1-R4_MC01-1g01805	aAutosome	6	103.5	621	0	0	0	0.049103345	NON	5.91327	5.86427
MvSl-1064-A1-R4_MC01-1g01806	aAutosome	7	88	616	0	0	0	0.146426982	NON	7.27982	7.13756
MvSl-1064-A1-R4_MC01-1g01808	aAutosome	2	71	142	0	0	0	0.171807184	NON	6.57877	6.40527
MvSl-1064-A1-R4_MC01-1g01809	aAutosome	6	105	630	0	0	0	0.036369051	NON	7.51496	7.47835
MvSl-1064-A1-R4_MC01-1g01810	aAutosome	2	95.5	191	0	0	0	-0.013683057	NON	3.90709	3.92061
MvSl-1064-A1-R4_MC01-1g01811	aAutosome	1	70	70	0	0	0	0.182682987	NON	4.44038	4.29139
MvSl-1064-A1-R4_MC01-1g01812	aAutosome	3	243.667	731	0	0	0	-0.155999199	NON	6.04646	6.20226
MvSl-1064-A1-R4_MC01-1g01813	aAutosome	11	79	869	0	0	0	0.240512116	NON	5.92571	5.68994
MvSl-1064-A1-R4_MC01-1g01814	aAutosome	4	86.75	347	0	0	0	0.349481964	NON	4.59787	4.24533
MvSl-1064-A1-R4_MC01-1g01816	aAutosome	4	71.5	286	0	0	0	-0.011302526	NON	6.8728	6.88461
MvSl-1064-A1-R4_MC01-1g01817	aAutosome	12	76.25	915	0	0	0	0.327388186	NON	7.26865	6.9421
MvSl-1064-A1-R4_MC01-1g01818	aAutosome	5	74.8	374	0	0	0	-0.058146667	NON	6.06997	6.12812
MvSl-1064-A1-R4_MC01-1g01819	aAutosome	8	76.375	611	1	-1.625	65	0.082457178	NON	6.79817	6.71522
MvSl-1064-A1-R4_MC01-1g01820	aAutosome	2	74	148	0	0	0	0.449811819	NON	5.72069	5.2748
MvSl-1064-A1-R4_MC01-1g01821	aAutosome	1	70	70	0	0	0	-0.136554737	NON	10.2704	10.4093
MvSl-1064-A1-R4_MC01-1g01822	aAutosome	11	73.2727	806	0	0	0	0.370117013	NON	6.73621	6.3711
MvSl-1064-A1-R4_MC01-1g01823	aAutosome	1	59	59	0	0	0	-0.539304216	NON	6.96952	7.5007
MvSl-1064-A1-R4_MC01-1g01824	aAutosome	5	75.8	379	0	0	0	0.147937196	NON	7.50493	7.35215
MvSl-1064-A1-R4_MC01-1g01826	aAutosome	3	75	225	0	0	0	-0.424906756	NON	1.63916	2.03535
MvSl-1064-A1-R4_MC01-1g01827	aAutosome	2	79	158	0	0	0	-0.639826842	NON	3.58755	4.19691
MvSl-1064-A1-R4_MC01-1g01828	aAutosome	2	64.5	129	0	0	0	-0.232329187	NON	5.43512	5.66637
MvSl-1064-A1-R4_MC01-1g01829	aAutosome	2	49.5	99	0	0	0	-0.804351667	DE	4.2018	4.99652
MvSl-1064-A1-R4_MC01-1g01830	aAutosome	2	85	170	0	0	0	-0.376003812	NON	4.70906	5.08693
MvSl-1064-A1-R4_MC01-1g01834	aAutosome	4	96	384	0	0	0	-0.289766097	NON	0.821665	1.12144
MvSl-1064-A1-R4_MC01-1g01840	aAutosome	7	97.8571	685	0	0	0	0.130510301	NON	3.95641	3.84203
MvSl-1064-A1-R4_MC01-1g01841	aAutosome	4	69	276	0	0	0	0.246089345	NON	5.83202	5.58265
MvSl-1064-A1-R4_MC01-1g01843	aAutosome	9	78.3333	705	0	0	0	-0.131186181	NON	0.025355	0.308714
MvSl-1064-A1-R4_MC01-1g01844	aAutosome	10	109.3	1093	0	0	0	0.280609663	NON	4.98398	4.77803
MvSl-1064-A1-R4_MC01-1g01845	aAutosome	5	81.8	409	0	-0.2	-1	0.00158893	NON	6.4692	6.46692
MvSl-1064-A1-R4_MC01-1g01846	aAutosome	9	67.3333	606	0	0	0	0.276424962	NON	7.75854	7.48891
MvSl-1064-A1-R4_MC01-1g01849	aAutosome	2	206.5	413	0	0	0	-0.026243827	NON	7.53364	7.56119
MvSl-1064-A1-R4_MC01-1g01850	aAutosome	4	68.75	275	0	0	0	-0.035712759	NON	3.63684	3.68853
MvSl-1064-A1-R4_MC01-1g01851	aAutosome	3	104	312	0	0	0	-0.13087354	NON	6.31278	6.44354
MvSl-1064-A1-R4_MC01-1g01852	aAutosome	3	140.333	421	0	0	0	-0.160524548	NON	5.89167	6.0531
MvSl-1064-A1-R4_MC01-1g01853	aAutosome	3	80.6667	242	0	0	0	0.034510903	NON	6.28042	6.24605
MvSl-1064-A1-R4_MC01-1g01854	aAutosome	6	85.6667	514	0	0	0	-0.331170391	NON	2.52239	2.85806
